distance,timedelta,temperature
12.1035,50,7.3
2.1333,9,7.8
1.3853,4,6.5
0.0,1,9.1
0.26689999999999997,15,-0.2
0.0135,42,6.3
6.346,24,2.8
6.7866,29,4.9
0.5977,39,3.9
0.561,24,4.2
2.6429,4,6.4
5.9658999999999995,16,7.4
2.2939000000000003,8,5.3
3.7419000000000002,8,5.0
0.5044,11,6.2
5.414899999999999,10,7.5
22.767599999999998,2,2.0
4.666399999999999,14,7.0
0.0114,6,5.3
0.8152999999999999,17,3.2
4.2565,35,4.2
1.441,34,6.8
0.5609,3,1.2
1.5669000000000002,12,2.6
3.1713,8,2.8
4.160100000000001,20,12.6
4.1777,14,4.8
2.1908000000000003,5,7.9
8.128,14,1.3
4.1736,16,9.9
8.527,30,10.3
8.1983,24,14.0
1.9065,12,4.4
0.0505,59,4.7
1.9802,9,8.2
9.2704,7,6.7
3.2411,10,4.4
4.5186,15,7.2
0.0046,39,9.3
4.8547,10,5.0
7.3931000000000004,21,4.9
5.030399999999999,14,4.9
8.657,33,5.5
7.213,27,5.2
0.5154,17,2.9
2.6508000000000003,49,7.2
1.0099,6,7.8
4.3506,18,3.0
3.0505,18,10.4
2.8298,8,6.9
2.3688000000000002,44,7.0
4.3213,11,7.1
0.0,0,4.4
5.329,12,0.4
0.0,0,2.4
1.9281,18,9.2
0.7767999999999999,13,4.4
4.1197,11,8.1
2.9031,36,5.3
0.0,12,3.5
1.4425,45,3.4
3.7365,31,1.1
1.8206,8,6.2
8.0616,36,5.3
0.013900000000000001,27,9.1
3.1317,10,4.2
0.0031,9,9.4
0.06,14,9.3
0.0287,3,4.1
1.6189,3,3.6
9.4821,26,6.5
8.6899,21,10.4
6.4938,21,13.3
2.6296,9,7.4
3.1290999999999998,13,5.2
0.0018,29,5.8
2.3433,11,9.1
5.221,13,5.2
5.28,13,4.0
4.9997,13,7.7
8.7638,20,4.0
7.8356,30,5.2
16.5877,31,3.3
2.8205999999999998,31,4.8
6.388,13,4.1
3.0093,10,0.3
0.6975,4,4.7
1.9861,17,4.7
3.8738,2,5.2
3.2653000000000003,20,8.7
2.0609,9,3.7
3.7851999999999997,11,5.1
3.7645999999999997,29,10.5
2.3583000000000003,5,8.2
1.5307,51,7.7
4.8298000000000005,21,7.6
9.3055,22,5.5
1.1742000000000001,4,1.4
3.8327,15,6.2
4.155600000000001,14,2.6
0.0,21,13.5
1.6819000000000002,0,3.4
3.6632,18,10.5
0.005900000000000001,6,8.0
0.0011,19,10.6
14.657399999999999,20,0.3
8.441799999999999,13,9.0
6.2238,20,6.6
5.747,25,3.6
1.4329,25,0.2
4.7698,11,4.7
0.9208999999999999,10,5.5
3.7393,15,4.5
3.5236,22,1.8
3.1523000000000003,5,4.5
2.9537,7,7.5
3.1517,14,4.2
6.3841,22,4.1
1.4666,3,4.6
2.5969,42,2.6
2.1606,20,6.2
0.7265,0,5.4
0.9867,20,8.2
5.3005,18,7.5
2.3784,9,-0.2
5.4003000000000005,27,4.6
0.794,16,8.0
1.9841,7,2.8
7.8149,13,2.6
6.103,29,4.6
0.0006,47,6.1
6.2249,16,5.2
1.9782,6,5.3
9.8861,20,2.3
4.5552,25,5.0
5.3395,24,10.1
7.9701,30,4.6
3.5648,7,5.4
4.0727,8,0.2
1.7455,33,7.7
6.1922,13,7.6
2.2876999999999996,11,8.7
4.2408,17,8.4
12.6575,35,8.5
1.3027,5,7.3
1.1032,6,7.9
2.0610999999999997,11,6.6
4.2762,6,1.9
3.5427,9,4.4
0.0,16,9.3
0.0,1,7.6
4.2587,11,0.3
3.1188000000000002,45,1.8
11.1835,39,11.9
2.4719,18,7.8
5.0166,15,4.8
3.5399000000000003,15,3.7
3.3491999999999997,10,3.6
6.759,26,5.7
1.4244,6,8.4
0.361,2,3.9
3.3824,11,2.6
1.5555,5,9.8
2.4009,16,5.8
3.0518,11,2.0
3.528,12,0.4
6.4399,27,5.3
3.5252,19,3.7
12.544,33,4.9
10.0644,39,4.3
2.0841,15,3.9
3.5023,27,5.1
1.5642,4,5.1
0.5332,10,4.4
0.45130000000000003,4,4.6
0.17809999999999998,16,12.8
8.4969,53,11.5
4.8434,9,4.9
7.3119,17,5.6
14.458,28,4.1
2.6216,9,6.2
0.0,0,8.3
13.0595,39,7.9
2.4311,9,8.3
1.2457,11,5.3
7.3266,18,8.9
0.8457,4,4.7
8.620700000000001,55,4.4
0.1453,16,4.1
0.0,19,8.2
1.0408,7,8.0
5.097,20,8.1
2.0938000000000003,6,8.7
0.0,0,8.8
13.534799999999999,36,7.5
1.8605,13,2.9
3.5606,17,7.3
6.2002,23,3.6
1.6242,8,4.2
1.6843,29,8.3
3.1673,29,5.0
4.254,11,1.9
2.362,11,2.1
5.9502,11,5.4
9.9291,29,4.7
1.2888,44,8.9
12.365,51,4.5
1.9662,39,2.4
0.8441000000000001,1,5.1
3.2844,11,9.3
0.0,4,7.3
3.658,16,2.8
4.1645,10,3.7
1.3531,15,1.5
5.294899999999999,18,11.2
7.9647,16,3.5
0.3362,46,4.7
0.0072,3,5.4
3.0515,8,9.1
4.9786,22,5.1
3.6541,15,7.9
0.0,40,5.7
0.1105,9,7.8
7.021199999999999,21,2.3
8.228200000000001,38,2.6
8.4571,28,9.6
0.941,32,3.3
5.1643,24,9.3
0.1452,36,5.3
12.0257,30,3.7
4.5823,15,9.0
1.9974,15,4.4
4.9171000000000005,33,12.5
2.8741999999999996,6,3.3
0.0517,23,2.6
14.78,26,7.8
4.9113999999999995,18,5.6
7.9428,17,4.7
0.9539,35,4.6
8.0365,48,4.4
2.7511,4,7.5
8.213,17,9.5
1.8077,6,3.4
12.4184,25,7.8
17.6768,32,2.5
1.6992,3,4.9
7.2679,23,5.4
3.5772,58,14.5
0.5514,24,7.0
4.5009,18,5.3
0.4451,22,9.2
8.649,17,4.5
0.0,3,7.3
0.0021000000000000003,20,7.6
3.8819,49,9.2
3.6043000000000003,7,8.1
2.1401999999999997,14,7.9
1.8658,15,1.5
7.3663,27,9.6
0.007,14,8.5
3.5953000000000004,13,1.4
5.4801,16,7.7
3.8074,29,5.2
0.0111,25,1.9
5.6027,11,13.0
3.8876999999999997,23,12.1
4.7088,15,4.6
3.7426,12,7.5
10.937899999999999,22,4.9
2.8913,10,7.9
2.8876999999999997,6,6.0
1.6404,10,12.5
3.3306,15,10.9
0.772,37,2.1
1.5863,6,4.5
2.3085,8,5.3
10.950700000000001,32,9.6
7.032,13,6.2
1.2849000000000002,9,4.7
11.9613,37,7.9
3.0998,10,5.9
3.1475999999999997,46,5.3
6.201,24,7.8
5.8987,26,8.8
8.986799999999999,46,10.5
3.6448,13,7.7
9.6852,26,7.3
0.0007,12,7.2
0.0,3,4.7
14.7143,48,5.8
0.0658,50,8.9
0.024,9,3.0
3.0431999999999997,28,2.6
4.214300000000001,11,5.2
5.84,14,8.1
5.1857,18,7.3
0.357,1,4.3
11.1186,34,9.6
6.1423000000000005,25,7.9
12.595,40,6.4
0.0338,9,9.5
0.3483,19,8.6
0.8862000000000001,42,-0.8
17.5628,27,2.9
0.0,4,3.4
10.8031,27,4.8
3.8888000000000003,30,3.7
0.0134,29,6.5
0.7283,31,8.5
6.2608999999999995,21,8.8
3.8276999999999997,14,4.0
0.0,3,2.9
7.3628,5,8.1
3.4015999999999997,9,10.1
5.3865,14,2.8
8.9647,34,5.9
3.2238,13,4.2
0.008,48,7.4
2.4196999999999997,6,3.5
2.1506999999999996,14,3.0
2.653,18,1.4
4.1606000000000005,23,4.9
2.7380999999999998,10,2.6
6.4913,41,5.8
7.5123999999999995,30,14.1
1.4726,31,2.6
5.3068,39,9.2
5.9223,26,1.7
0.5293,54,6.4
0.9376,34,7.4
1.2775,16,5.2
1.2014,16,10.5
0.0,6,4.1
0.9415,3,7.6
3.0799000000000003,11,4.8
2.511,9,8.4
4.1669,18,5.1
1.7707,52,6.1
2.8901,11,7.7
0.0917,2,2.7
0.8531,2,6.5
3.4095999999999997,17,0.6
9.143,23,3.1
2.4205,26,9.1
0.0001,3,4.4
0.09559999999999999,26,4.1
0.0,9,5.8
5.3356,25,4.8
0.9212,10,4.5
0.0,1,4.8
2.9043,8,4.2
0.0,4,2.3
1.6508,7,5.3
4.597,10,-0.2
3.0667,16,5.7
3.3491999999999997,17,12.5
3.3655,18,7.8
8.062,19,2.9
2.4831,21,6.3
2.9248000000000003,8,1.9
2.7451999999999996,37,7.8
5.7375,16,5.9
5.4655,25,7.9
1.0949,31,9.2
3.902,46,4.2
0.4972,3,5.1
1.9145,13,10.9
2.4166,15,4.7
9.9634,24,4.4
0.0060999999999999995,4,6.6
1.411,4,2.0
4.9509,14,3.9
4.5987,14,6.0
3.8953,30,12.8
8.0211,19,5.9
5.331600000000001,18,8.0
5.8603000000000005,17,3.8
0.3688,23,3.1
8.1087,34,2.5
12.077,17,1.9
4.1576,20,13.5
6.551,17,6.3
7.5255,35,5.1
4.2962,41,7.6
3.4111,14,5.4
11.9173,19,5.8
13.6076,27,1.5
3.2675,8,10.0
0.5848,31,10.0
3.9168000000000003,29,6.3
1.6665,19,5.5
8.3049,14,4.8
2.259,18,7.8
3.1235999999999997,9,13.2
11.6301,40,11.4
4.6766000000000005,12,5.0
3.5677,14,11.4
0.0,0,5.6
0.018,14,10.3
3.0984000000000003,24,3.5
5.875,13,3.6
0.0,19,7.3
5.482600000000001,10,6.5
2.8535,15,3.4
5.4802,23,2.7
6.5746,8,7.0
3.4856,15,8.6
8.3726,15,8.8
6.1495,14,6.1
0.8296,4,2.6
1.6681,9,9.2
2.9688000000000003,4,4.5
6.1642,16,4.7
1.9179000000000002,42,5.3
6.8356,14,8.4
2.0139,9,7.7
0.7305,21,4.0
0.0112,31,3.3
4.1333,15,4.9
5.6581,17,5.4
0.1809,54,8.7
1.0802,11,12.3
12.0704,39,2.7
0.126,18,7.7
2.4724,49,10.3
2.5425,12,9.3
12.4417,29,4.6
1.0494,8,4.2
8.2345,12,3.3
8.8011,25,2.5
8.4216,0,1.4
4.469399999999999,7,2.7
0.5527000000000001,15,0.5
15.4266,21,2.3
6.4476,32,4.9
14.558399999999999,32,7.9
3.4798,10,5.8
1.2898,22,1.5
0.013900000000000001,4,8.0
2.2965999999999998,7,4.4
1.0914000000000001,7,4.7
8.5609,24,4.7
0.0,4,6.4
1.8873,35,13.2
2.783,6,4.9
1.0962,27,0.4
8.7414,32,2.7
1.2281,45,8.0
0.7873,8,7.0
0.0011,37,5.8
5.179399999999999,13,6.6
4.4225,59,5.3
2.1591,20,5.2
3.3552,16,11.4
3.5892,20,2.8
0.0,3,1.8
3.3541999999999996,5,5.2
2.93,33,3.9
4.1625,16,1.2
0.0,1,9.2
0.7987000000000001,28,1.0
0.0003,8,7.9
1.8363,7,7.5
0.0,0,5.8
3.6208,10,5.6
6.1933,9,0.5
2.8482,4,8.7
9.0875,21,0.9
3.8044000000000002,24,7.6
0.0819,20,4.8
1.5135999999999998,5,5.1
12.026299999999999,19,6.0
7.162,16,10.0
6.7287,28,0.3
3.1195999999999997,4,3.2
12.1875,50,6.1
1.0109,11,4.0
1.1282999999999999,5,-0.6
0.0007,29,6.0
3.1579,7,2.2
0.005900000000000001,21,7.3
5.1665,11,1.3
2.4571,10,1.5
1.779,21,5.8
4.5952,11,5.0
14.238700000000001,24,4.5
9.6413,20,5.1
1.9514,9,8.4
4.328600000000001,10,2.9
2.7697,17,3.8
0.6842,29,3.9
1.2839,26,9.8
4.982399999999999,12,4.5
11.7507,46,7.3
3.7753,11,4.6
7.2613,17,5.3
5.2458,32,8.6
7.626600000000001,31,5.0
2.9215999999999998,42,12.5
2.2460999999999998,13,2.9
15.8493,26,3.8
0.3262,37,4.2
1.9929000000000001,9,8.6
2.5662,22,4.8
0.0189,52,5.9
2.9234,7,7.3
1.9730999999999999,10,7.3
3.2066,6,8.7
3.0944000000000003,10,3.4
4.3762,14,0.8
11.2494,25,11.9
4.1063,15,2.6
0.1729,15,7.5
0.0273,19,6.1
0.8465,20,5.5
7.3196,18,4.6
0.5785,49,8.4
4.002,13,3.7
3.611,17,2.5
6.9078,20,4.3
3.9064,13,8.8
12.484399999999999,28,4.1
19.879900000000003,38,11.9
3.4577,9,8.7
13.9015,51,3.9
2.7441,10,4.7
6.4527,23,8.8
10.5035,32,0.3
10.44,27,5.6
2.023,12,1.9
2.4956,57,2.9
2.3456,23,7.0
1.3092000000000001,4,4.4
17.9286,32,4.3
1.4263,11,4.9
0.0,49,8.9
4.4115,8,3.7
8.4939,17,4.0
6.9754,12,3.6
4.2939,21,1.9
4.4325,14,9.2
0.0,4,9.0
4.605899999999999,11,9.2
1.6267,13,0.8
3.3758000000000004,18,4.1
0.0211,9,9.2
3.2845,7,8.9
0.0155,26,4.1
3.6635999999999997,19,1.3
6.8472,19,1.0
2.5085,33,8.9
5.3993,16,5.1
8.690299999999999,13,4.2
11.3582,39,2.7
1.0014,4,7.9
0.0,1,4.5
7.9931,34,9.2
9.6586,4,8.6
4.3391,14,4.2
2.004,13,5.2
3.3396,13,8.6
7.6463,12,7.4
3.4059,16,7.7
3.4387,11,1.4
1.9875,3,3.7
1.831,9,5.0
8.324200000000001,25,0.1
6.4832,16,3.3
5.4318,21,11.9
0.786,13,8.1
5.426,33,7.8
2.3447,5,10.6
0.48560000000000003,40,7.8
4.139,30,8.6
2.2613000000000003,8,9.3
0.25980000000000003,24,6.3
4.8839,24,5.2
10.947,22,3.5
3.0683000000000002,12,3.8
0.11120000000000001,15,7.6
2.4291,39,6.2
2.8550999999999997,15,5.5
6.6159,18,3.6
2.503,10,4.7
3.2866999999999997,9,4.4
4.1953000000000005,17,4.7
6.1562,40,7.5
0.9166,0,2.9
2.4054,19,4.7
0.0075,30,4.1
0.0,1,0.0
0.9812000000000001,4,8.8
4.8283000000000005,18,5.3
2.0928,9,5.2
9.0894,30,2.3
7.3937,16,11.3
3.5855,14,2.7
12.5312,45,4.7
2.9667,30,4.3
1.9783,7,4.9
5.5262,21,4.2
3.0379,19,7.1
3.9118000000000004,16,3.7
9.7795,19,3.3
19.673299999999998,36,7.5
2.9991999999999996,10,8.3
2.3929,13,5.4
1.7052,7,9.2
2.1289000000000002,10,4.0
6.3018,20,4.6
5.601100000000001,19,7.5
4.5377,17,8.9
0.0027,5,9.6
0.005,15,9.2
6.5714,23,6.7
3.7374,10,1.7
5.0571,10,4.4
1.53,10,11.7
3.6663,18,5.1
5.1212,14,4.6
0.0,8,13.9
4.76,58,1.4
4.546600000000001,7,5.5
4.4985,16,1.9
5.022,14,4.3
3.2335,28,6.9
12.3284,42,4.6
4.090199999999999,4,2.5
4.3162,38,10.2
1.5582,4,10.4
5.2721,20,2.8
7.368,16,6.5
0.036,49,7.9
2.0425,20,4.4
6.822100000000001,19,3.1
7.2919,20,8.2
14.563799999999999,26,6.5
7.9338,50,10.5
7.2728,50,4.4
9.4167,28,7.5
9.910200000000001,19,3.0
6.2115,12,3.5
3.3301,13,5.9
2.7188000000000003,10,3.7
2.8097,18,5.2
7.2827,11,5.4
6.9864,20,7.7
8.4935,21,3.8
0.0,15,12.3
4.5593,15,4.7
3.4406,11,2.6
7.793399999999999,17,4.2
1.9469,19,6.4
4.083,23,11.0
8.4353,22,4.9
7.2458,23,7.5
1.8432,6,4.2
6.9152,11,6.3
6.2794,36,2.8
3.4480999999999997,28,7.3
4.4592,12,9.3
6.2428,20,5.7
5.155399999999999,7,7.7
1.4193,5,3.5
12.2146,26,4.5
4.459899999999999,16,1.2
8.6943,14,5.7
1.4915,10,11.7
7.9147,48,4.7
7.0475,55,10.4
5.8567,12,5.4
3.3549,33,3.6
1.5359,17,4.9
8.4804,13,6.7
6.5281,30,7.1
3.7173000000000003,18,4.4
1.4824000000000002,30,7.4
2.2626,21,3.0
1.6823,29,9.4
0.0,5,4.2
7.6203,16,3.7
0.3484,2,7.2
4.730300000000001,12,5.9
0.0193,38,3.8
0.0,6,8.3
0.0698,36,4.6
1.4892,43,1.9
2.432,7,7.3
10.7111,19,4.5
1.5760999999999998,12,10.2
4.9176,19,4.7
8.1974,15,8.8
6.706600000000001,10,2.1
1.395,5,3.7
9.5003,19,10.0
1.0706,6,2.7
7.1027,21,4.2
27.6353,23,1.7
0.1042,54,4.2
7.7654,14,4.2
7.111,26,2.9
2.8352,13,4.0
8.8246,23,9.1
2.0161,27,2.8
2.2554000000000003,5,8.2
0.0,0,8.8
0.13240000000000002,9,7.8
1.5364,6,9.2
9.483,22,0.4
12.395,28,4.2
7.851,18,8.8
0.0,5,8.0
0.0,1,4.3
4.360399999999999,44,5.7
4.2548,18,8.7
1.0144,2,4.6
1.2517,15,3.8
0.6015,30,7.3
4.626399999999999,30,5.1
3.6018000000000003,33,4.0
6.7135,11,3.7
7.518,17,5.3
4.224,13,5.3
3.3419,16,12.1
3.1271999999999998,14,5.7
1.2701,8,3.0
10.6344,30,5.7
12.536200000000001,37,2.5
5.2853,17,4.1
7.5664,15,7.8
1.835,5,2.7
8.8083,20,3.7
0.2797,0,7.5
2.0305,34,4.2
0.0879,5,8.6
9.028,18,6.6
2.6475999999999997,14,0.5
7.7343,21,9.3
2.6887,5,11.3
1.5195,9,4.5
1.1792,9,5.8
4.5747,9,2.1
1.4781,5,7.7
5.4254,37,1.2
9.1015,18,2.3
1.7894,15,4.8
2.9760999999999997,9,5.1
3.0522,9,5.6
0.5711,24,3.4
1.2249,30,8.6
0.0,1,8.4
1.31,6,9.2
3.366,24,9.2
1.7925,5,4.2
4.6343000000000005,9,3.0
7.2417,12,7.4
4.9589,18,5.0
6.6772,28,7.5
6.016,35,8.1
0.0,13,9.3
2.1025,28,3.4
6.073,20,11.5
1.6027,10,7.9
0.022699999999999998,13,4.6
12.0159,54,4.8
3.1296,8,9.6
12.6998,35,6.3
12.1697,22,2.5
0.0,1,2.7
0.0367,14,4.0
0.0106,34,4.5
0.052,30,3.6
12.3455,21,6.5
0.0,0,5.3
0.474,13,4.0
0.0056,10,8.8
4.1485,17,11.4
5.9046,20,7.5
3.6919,16,11.6
2.4343000000000004,22,5.3
0.0,7,5.3
6.0199,34,7.3
3.1191999999999998,8,1.6
0.061200000000000004,10,2.5
8.2766,38,4.7
1.7839,31,8.1
2.2505,18,9.2
2.388,9,5.3
8.7874,21,5.3
0.5055,3,12.3
1.0595999999999999,32,4.8
4.3525,19,8.6
2.5868,6,5.0
4.5696,19,5.8
1.6959000000000002,23,3.1
1.7146,14,5.8
0.6075,32,2.7
9.6371,24,6.8
3.5061999999999998,33,4.3
8.208,19,12.0
6.4388000000000005,23,7.8
0.0,4,10.2
0.6617999999999999,12,8.9
0.4348,5,3.9
7.2607,15,6.5
1.7384000000000002,24,2.2
5.1796999999999995,12,5.3
0.7186,48,5.2
2.5801999999999996,14,5.7
4.2703,23,4.1
2.4657,16,5.0
4.6153,13,3.4
3.3781,11,3.6
3.9114,18,12.5
9.1383,25,11.5
4.088,32,7.2
8.1865,26,4.8
5.743399999999999,9,3.5
3.1451,12,4.3
3.34,10,10.6
7.0644,17,4.1
13.396799999999999,29,3.7
1.1014000000000002,6,4.2
11.0716,34,6.9
6.3773,22,1.1
1.1778,35,9.7
1.8368,7,5.4
6.3247,19,5.4
2.6519,55,6.1
31.119799999999998,30,4.4
0.0,1,10.4
2.7833,22,11.8
0.0,9,7.9
3.1751,9,8.2
8.4021,17,6.0
5.0968,21,7.8
2.6404,17,5.3
0.27,27,8.9
0.0,0,7.9
5.953600000000001,25,4.8
3.4132,10,9.1
10.1098,20,6.0
0.3961,5,6.5
4.0523,17,8.7
10.7985,36,4.1
1.8235,50,2.8
6.2281,23,6.8
4.3681,7,8.3
3.5334,18,7.6
1.6044,12,5.1
9.0311,19,4.6
2.6518,38,9.0
3.513,15,2.8
1.2282,12,5.7
4.4135,9,2.9
3.1269,8,2.7
0.6887000000000001,3,4.2
1.3571,9,7.8
0.8543,8,7.5
3.1165,9,5.3
3.1645,7,9.2
0.9946,4,4.4
5.1448,19,4.9
1.7382,9,6.2
1.0599,2,5.6
8.7579,29,2.7
12.247200000000001,39,2.9
1.8576,6,3.8
3.1875999999999998,18,4.3
1.7763,7,4.3
4.7946,9,5.1
4.287,10,8.3
2.9122,8,4.1
1.9846,55,4.2
6.201899999999999,32,13.3
10.3207,19,5.9
5.2189,22,7.0
0.2833,6,4.7
0.4408,19,6.0
9.0692,40,1.4
6.1605,10,4.7
0.15,20,3.5
6.1265,48,8.6
3.0431999999999997,7,4.1
6.3024,29,7.2
1.4177,13,11.6
1.2954,4,4.5
9.6889,20,7.0
5.842,18,4.4
1.8558,26,3.6
0.0115,46,7.7
2.5148,8,4.2
2.6689000000000003,10,4.6
0.010199999999999999,20,5.7
2.703,8,5.3
7.8492,16,4.0
8.632100000000001,22,4.6
10.5764,19,5.1
0.0,5,6.0
0.7152000000000001,3,6.8
11.011700000000001,0,5.3
5.8969,41,9.2
3.3436999999999997,17,4.5
8.2318,13,-0.7
5.3333,14,4.9
1.2838,9,5.0
0.1275,38,6.5
1.0737,5,0.4
1.6807,9,2.3
1.7018,18,7.6
9.516200000000001,28,5.3
2.8356,7,6.5
7.112100000000001,12,5.2
3.3634,15,4.6
6.006600000000001,19,0.8
7.5528,16,6.5
8.638200000000001,41,10.9
7.8,12,7.2
2.8996999999999997,14,4.0
1.364,7,3.9
2.0118,6,6.9
11.597,22,2.4
2.8678000000000003,13,9.2
0.5747000000000001,5,9.7
16.0989,0,8.9
3.8819,11,8.7
9.086,14,7.9
3.2166,10,9.3
0.0453,20,10.9
4.9881,14,4.4
5.2554,17,7.6
0.027899999999999998,5,2.0
0.0,0,9.2
4.2803,10,7.3
3.7087,18,3.0
4.9043,19,4.2
2.1146,15,3.0
4.5805,18,11.6
0.43410000000000004,11,4.4
4.0571,34,4.6
0.25789999999999996,21,5.0
3.9396999999999998,14,6.0
1.4917,8,8.7
1.2304000000000002,13,9.8
3.3712,8,3.3
0.5314,2,6.2
0.0,3,4.4
2.3926999999999996,6,5.3
1.0743,57,10.2
2.6748000000000003,13,7.8
2.9120999999999997,11,3.2
3.909,53,3.5
1.0491,3,0.8
7.2266,26,8.7
2.7188000000000003,8,3.9
2.0509,21,4.7
0.0,5,5.3
3.5675,14,2.9
0.8368,38,4.3
1.9441,10,4.5
3.1669,14,4.9
3.0298000000000003,27,12.7
8.5886,18,12.7
1.1883,1,5.1
8.5462,24,8.1
0.2907,18,5.1
1.3514000000000002,37,3.6
0.0,3,8.9
4.9271,18,4.6
6.1181,19,6.7
5.1205,19,7.3
8.734200000000001,24,3.8
25.2115,24,6.8
0.0,4,5.2
2.512,11,2.5
4.299600000000001,22,4.1
1.9079000000000002,5,1.8
1.3169000000000002,35,5.3
12.228200000000001,27,7.0
3.6609000000000003,11,9.2
2.6739,7,5.4
0.601,15,3.6
6.4515,14,7.7
3.5256999999999996,17,7.9
0.2049,0,4.4
1.5202,7,6.6
6.514,3,6.0
1.5174,18,9.5
7.134,9,11.6
4.5217,18,4.2
5.124899999999999,29,5.8
2.3124000000000002,11,5.1
6.3702,8,3.9
7.1109,17,1.1
3.0662,12,3.2
5.8976999999999995,38,7.9
7.990399999999999,28,4.6
5.5724,20,6.9
10.2415,27,7.4
4.3181,27,14.3
0.15330000000000002,39,5.3
0.3635,55,4.9
1.7077,15,11.6
0.0394,7,5.6
1.6847,24,6.2
1.1072,8,1.1
6.4511,28,5.5
7.0856,23,5.1
14.574,24,4.4
7.241,13,4.3
3.6877,17,10.3
0.0024,14,4.1
3.1702,5,5.1
6.3745,16,2.6
7.7426,17,7.3
2.5061999999999998,5,2.1
6.8729,48,6.6
2.1763000000000003,10,4.6
2.1734,10,2.2
2.7405,7,2.8
1.3480999999999999,6,11.3
0.0,6,11.4
0.7163999999999999,9,4.2
0.0,12,4.7
10.7955,38,8.7
3.4993000000000003,39,1.6
1.0485,6,4.5
9.516,13,7.4
0.6216,52,4.8
5.5279,35,2.6
5.238899999999999,15,2.8
6.0614,17,2.6
3.026,18,10.5
0.0,7,3.9
1.1934,4,2.7
0.008,19,9.2
4.4495,50,4.8
0.7634,4,4.6
6.4378,16,8.1
3.7615,15,2.9
6.6738,26,4.3
5.9678,29,4.8
8.461799999999998,16,2.0
0.4829,36,10.2
4.2025,16,2.9
0.9378,11,9.9
7.8157,15,1.5
3.2311,21,5.0
1.3937,12,7.5
8.8205,15,4.9
0.6452,46,6.5
1.9989000000000001,7,7.8
4.1192,38,7.2
4.527,9,4.9
1.8699000000000001,16,10.3
6.9723999999999995,22,6.3
2.4928000000000003,38,5.3
0.5071,26,7.6
1.2703,8,4.6
5.1415,24,2.2
2.4341,8,8.6
5.397,3,5.9
9.7331,16,5.4
7.9014,25,2.8
1.67,29,2.6
2.337,5,3.7
2.8455,9,3.9
4.7458,55,5.8
3.124,11,5.1
4.8401000000000005,10,8.2
1.2963,5,5.3
0.3508,34,-0.2
5.9463,34,2.6
5.920100000000001,9,13.0
6.1936,26,2.4
7.9741,43,3.4
8.1752,28,0.9
0.0,9,11.7
3.5329,29,3.6
0.5746,3,8.8
0.0021000000000000003,5,9.2
0.9901,36,3.6
2.8168,8,4.2
0.44239999999999996,31,3.6
11.2146,19,0.4
6.2761000000000005,22,8.1
5.7302,20,1.5
13.793700000000001,20,2.4
3.4963,5,3.3
0.0368,7,6.4
4.3195,10,2.6
0.0,6,13.1
1.2438,14,8.4
4.3837,11,4.9
1.4585,7,1.3
3.9991,16,3.4
5.7677,33,7.7
1.9928,11,5.3
1.5743,5,7.9
17.6705,32,3.7
6.2543,27,9.4
3.8338,21,10.3
4.1425,31,4.3
2.1854,6,1.4
1.7163,21,5.1
6.7922,14,12.2
4.605300000000001,13,4.3
2.1665,6,2.2
2.2137,8,8.7
10.8216,20,9.0
5.3104,19,4.4
4.3671999999999995,13,5.0
0.0031,33,5.6
0.6175,7,5.0
4.81,13,10.4
5.690300000000001,18,9.2
1.576,9,5.9
1.0309000000000001,26,0.9
11.0473,26,9.2
0.0166,20,7.7
2.5959,20,6.7
6.8165,28,6.6
3.6465,27,3.8
5.8125,15,2.1
6.9196,16,4.3
0.6816,7,6.3
5.3259,53,4.6
0.0091,11,6.3
0.002,3,5.4
8.536200000000001,25,4.0
0.0,6,3.9
2.7534,22,9.6
2.8549,15,7.9
1.592,28,6.3
2.8938,15,8.6
4.0909,18,6.6
0.7734,27,0.6
1.6925999999999999,6,9.3
2.6113000000000004,18,5.3
3.7943000000000002,8,5.8
5.3676,24,4.3
4.975,21,6.3
2.8935,28,0.1
6.9278,50,3.8
16.8944,35,5.3
5.5344,15,4.4
4.3372,11,4.7
0.0,0,7.8
11.780100000000001,34,8.3
2.989,11,5.8
7.8068,21,14.0
2.1096,56,14.0
0.0723,16,2.5
3.7489,9,5.2
5.528899999999999,17,1.9
10.2074,20,5.9
6.1064,16,3.7
1.2067999999999999,17,12.8
5.3226,30,2.5
3.8433,31,8.7
9.7229,13,5.9
0.7554,3,10.9
5.78,22,4.7
2.2874,7,8.9
0.963,5,6.2
3.5616,40,6.1
1.4364000000000001,47,5.4
4.6066,38,3.8
2.6591,0,6.6
1.1622999999999999,20,8.0
2.3167,12,7.5
2.2156,11,2.7
2.2565,11,14.4
0.0313,40,9.3
9.049100000000001,19,1.6
4.6007,14,8.8
3.4835,14,11.4
3.1908000000000003,25,3.0
4.9792,10,5.0
2.3863000000000003,6,8.1
0.0,0,3.1
8.3057,30,4.9
1.8386,20,3.4
0.0,0,9.1
5.3245,27,6.6
4.2053,12,3.2
2.6826999999999996,8,2.4
0.9822000000000001,24,2.0
1.4890999999999999,5,12.9
4.152699999999999,44,4.3
7.3226,20,4.2
1.0335,11,5.7
7.856,25,4.5
4.6331999999999995,42,5.4
7.1065,36,6.4
6.081300000000001,14,5.0
0.0881,1,6.9
1.5364,9,8.6
2.5209,7,3.3
0.0006,15,10.3
