timedelta,rangeDiff,batteryPctDiff,distance,temperature
11,11,6,3.7295,5.9
20,65,31,2.5565,12.3
16,13,3,3.1101,8.3
6,2,1,1.4492,3.1
16,38,11,11.31,9.3
15,7,6,8.8205,4.9
24,28,7,6.58,6.6
17,1,5,5.8624,5.3
21,17,6,4.754899999999999,4.5
52,38,26,11.1816,8.0
47,19,12,0.0022,13.4
5,-14,0,0.8571,4.1
15,-2,3,3.6023,8.5
14,20,7,5.2424,5.9
18,17,10,0.1711,2.6
27,18,12,8.4679,4.6
17,11,4,2.6039,5.8
29,22,16,0.0101,12.6
24,12,6,3.2173000000000003,8.0
37,7,10,5.1792,13.6
23,7,9,8.7883,1.4
11,8,4,2.5216999999999996,1.9
19,9,9,7.516,5.2
11,7,4,2.317,1.5
18,9,8,4.6523,4.7
20,18,11,4.5367,5.2
16,6,4,4.7736,9.2
42,16,10,6.7653,7.9
44,28,12,3.418,6.3
33,11,16,13.872200000000001,4.4
1,8,9,8.7202,2.0
8,-5,3,2.2351,7.9
7,14,1,1.8062,4.4
50,17,11,0.1288,7.5
10,15,4,2.6799,9.0
23,42,17,8.8246,9.1
9,8,4,0.005,9.3
13,3,1,2.8208,9.2
45,9,16,1.0944,2.3
17,25,24,0.2331,0.9
3,5,1,1.6954,8.6
13,16,5,4.3501,4.2
11,25,2,0.9173,5.4
10,51,4,3.3436,1.5
5,14,2,1.2247000000000001,9.0
23,6,10,0.8162,8.7
17,42,15,7.1028,5.5
12,9,5,5.098,5.1
11,4,4,3.2554000000000003,3.6
28,8,7,8.0646,8.7
23,21,6,3.29,9.2
21,6,6,7.8026,7.9
21,20,18,0.5652,3.3
8,36,3,2.7617,12.2
9,10,3,3.5274,11.2
11,10,3,0.0017,4.2
5,3,2,1.38,4.7
21,15,8,0.0083,4.1
54,7,8,5.1944,5.3
16,9,6,0.0001,4.2
45,15,16,0.029,3.3
9,-22,2,1.7196,2.3
20,14,7,5.9478,0.7
1,29,29,1.6889,2.7
18,15,8,0.9907999999999999,9.9
32,19,5,4.6311,5.5
57,15,12,14.4758,6.1
34,16,7,11.7281,3.7
8,-14,2,1.5243,0.3
20,2,6,7.2919,8.2
14,8,4,5.2638,1.5
11,7,5,3.4953000000000003,4.5
35,13,8,3.2144,6.5
29,14,7,0.0089,1.3
58,39,18,13.7129,5.9
18,11,4,3.7742,11.6
33,29,8,7.0603,10.8
13,5,2,3.5246,4.5
0,0,0,0.0,4.3
17,33,5,4.7736,4.1
45,25,13,2.2986,5.1
9,8,4,1.7637,3.0
26,41,12,11.744,3.7
54,1,17,0.7534,7.1
30,9,8,8.6647,4.1
19,36,9,2.4383000000000004,0.4
18,4,6,6.5377,3.9
18,11,6,0.6826,0.1
21,37,16,9.697799999999999,1.8
26,21,12,10.3096,11.5
59,19,13,5.006600000000001,1.9
35,54,11,4.6892,4.2
0,0,0,0.0,2.6
38,16,6,0.0091,2.0
9,20,9,6.016100000000001,3.6
25,15,8,5.0731,6.1
24,7,7,6.346,2.8
13,44,22,11.4584,5.9
35,59,8,4.5531999999999995,6.1
9,4,2,1.3353,4.8
5,19,1,1.7448,4.6
13,5,3,5.1203,9.2
40,45,34,19.3536,2.9
11,2,1,3.2423,11.0
36,19,9,4.787,1.9
4,5,2,0.9614,2.9
9,9,2,2.4873000000000003,11.4
15,39,11,7.2988,7.8
38,24,15,3.7937,12.7
22,4,5,3.0613,7.2
29,7,5,4.1948,8.5
8,13,2,1.9361,4.0
7,2,1,0.008199999999999999,4.1
13,10,4,3.5953000000000004,1.4
9,1,3,2.4618,7.3
34,31,30,1.8527,7.2
11,29,18,0.5576,8.5
49,12,10,5.8839,7.8
32,5,5,6.2743,4.5
3,2,1,0.4628,2.8
14,13,8,6.0803,2.0
22,12,10,11.6074,2.1
26,8,10,10.4534,4.2
13,33,5,3.4741,3.7
14,6,7,5.2503,6.6
21,-3,8,7.5048,8.3
16,0,3,4.0239,6.6
15,11,6,4.3375,4.8
3,4,3,2.1164,3.4
23,4,12,7.4254,5.0
17,10,8,5.875,2.3
8,3,3,1.2703,4.6
10,14,4,6.460100000000001,3.3
37,15,6,1.9091,4.0
19,13,4,3.5425,4.4
10,6,3,2.2928,2.5
11,12,6,1.7528,3.5
18,1,5,8.1941,4.5
9,7,5,3.4824,5.9
46,29,15,3.1613,1.8
7,34,2,2.8935,4.5
15,-11,3,2.4031,4.7
12,16,5,3.2056999999999998,5.2
22,21,7,2.893,8.9
11,13,9,9.511899999999999,3.6
10,19,18,2.0178,2.9
28,18,8,5.0745,6.3
18,8,5,4.6563,5.0
10,14,3,3.8549,5.9
54,32,19,0.1809,8.7
28,47,7,4.0383000000000004,4.9
32,16,10,4.4112,4.4
17,7,9,6.613300000000001,4.0
0,0,0,0.0,4.6
14,7,7,6.253,5.0
39,25,14,7.7318,6.4
8,12,4,0.0016,12.6
12,10,4,3.5578000000000003,7.2
37,40,20,0.32589999999999997,5.4
5,1,2,1.7042,1.5
11,5,3,1.985,6.6
13,4,7,5.5188999999999995,12.1
29,25,9,0.0032,0.0
51,3,3,0.6119,4.5
52,37,30,1.7707,6.1
6,14,15,11.951600000000001,2.6
31,55,9,9.0475,7.1
19,33,19,14.8598,2.8
44,5,9,5.8831999999999995,7.6
11,4,3,3.1394,6.5
17,-18,3,1.6519000000000001,7.7
24,13,7,3.7536,8.9
20,1,7,6.1228,4.0
38,32,24,2.4969,6.5
23,18,16,8.9179,3.4
38,41,10,5.8976999999999995,7.9
8,3,4,0.0019,7.5
21,9,8,4.1226,8.2
7,0,0,0.0,2.0
18,10,2,3.2399,5.3
15,7,10,0.323,4.4
16,12,9,4.8086,5.3
25,13,10,0.2548,1.4
42,29,11,2.3461,5.0
13,7,4,3.7634000000000003,1.5
22,12,9,7.5955,3.8
12,15,7,4.8118,6.6
26,15,11,0.9732000000000001,9.9
30,16,16,7.6675,7.4
14,7,5,4.9367,4.4
32,32,26,3.1616,5.0
25,23,9,5.4742,7.8
0,0,0,0.0,8.2
10,5,2,1.1944000000000001,6.1
21,16,11,11.1618,7.5
29,38,11,2.3547,2.7
23,5,5,6.2932,13.4
6,-1,2,1.7127000000000001,5.2
5,6,4,2.9994,5.8
14,-17,4,3.6863,6.0
7,-1,3,1.8363,7.5
10,7,6,6.914,3.1
46,8,5,0.0096,5.2
10,0,3,4.9381,11.6
5,-17,0,0.0,8.0
15,-1,7,8.3247,5.3
1,33,31,13.0135,2.2
5,3,0,0.315,4.1
20,6,8,9.492899999999999,5.2
53,27,17,0.2834,14.7
11,10,8,9.0821,11.5
16,13,8,5.4801,7.7
7,-12,0,0.0,5.2
11,35,7,5.8125,2.6
13,10,7,8.4804,6.7
9,14,6,4.2138,4.0
23,19,12,6.2972,6.0
16,4,2,3.0085,7.3
20,15,8,8.6138,5.5
8,9,4,0.4614,3.9
30,19,8,2.7996999999999996,8.2
17,7,5,4.726,6.4
3,-7,1,0.5114,4.1
12,8,7,7.041399999999999,3.8
28,6,7,8.4571,9.6
41,62,34,6.3504,12.7
14,9,6,4.6718,4.0
52,36,14,13.717,7.2
15,4,3,2.1705,9.9
11,46,16,0.0062,3.6
10,12,6,3.2274000000000003,7.8
10,4,4,1.4024,1.1
17,6,4,1.6409,6.3
25,9,5,4.0097,4.8
18,9,9,5.3597,7.5
38,0,5,4.9438,5.2
15,11,7,6.9547,2.9
16,1,5,4.315600000000001,4.7
10,4,4,0.0508,8.1
10,4,3,3.7491999999999996,8.7
16,38,3,1.9134,4.6
6,2,2,2.8066,3.8
22,6,5,3.5236,1.8
37,29,16,3.0681,1.4
5,6,4,3.2551,3.7
12,7,3,0.0088,3.1
25,43,4,3.6973000000000003,11.5
9,5,7,5.3457,1.4
10,23,5,3.3014,4.9
21,7,8,8.7186,3.0
15,8,6,8.4169,7.6
41,99,41,3.2483,5.2
14,10,3,4.984100000000001,9.6
18,16,8,6.1345,3.5
25,51,8,0.5,3.3
3,1,0,0.5776,4.4
21,54,10,8.323,3.8
22,15,9,0.004,10.9
42,53,15,0.074,5.3
5,62,10,2.492,3.0
13,12,7,0.001,3.1
3,3,3,0.7607999999999999,6.6
13,12,6,5.3733,4.1
23,12,8,6.298,4.7
51,38,7,0.0273,9.2
11,2,3,2.1943,5.1
19,-5,9,8.1831,2.5
12,4,3,2.9799,7.1
23,39,7,8.2771,6.1
11,20,10,4.830100000000001,4.3
15,7,3,3.7863,7.4
37,15,11,10.2335,7.5
42,8,9,0.2635,8.3
18,9,3,1.8872,9.3
3,1,0,0.7872,4.7
25,55,6,5.2943,3.7
10,3,4,4.2399,4.9
8,4,2,2.8604000000000003,3.7
30,34,9,2.9667,4.3
47,22,18,0.0015,4.7
8,9,4,2.3501999999999996,8.1
5,1,0,0.0,3.8
54,32,19,7.549300000000001,9.2
21,4,3,3.0325,8.1
36,39,9,0.8391000000000001,3.9
16,14,5,4.1865,2.8
7,3,2,0.7231000000000001,5.1
31,11,7,8.1464,6.2
17,5,6,5.972600000000001,2.8
23,-2,8,3.5479000000000003,6.5
35,36,18,0.0006,0.5
14,26,3,0.9793999999999999,3.9
15,11,6,5.1522,0.8
16,13,7,5.315600000000001,7.6
21,7,4,3.0841,6.3
10,2,3,2.0669,6.7
21,6,5,4.348,5.1
11,4,3,2.7676999999999996,2.6
16,8,5,3.9825999999999997,10.3
5,6,2,1.4646,4.3
35,18,10,1.6649,3.8
44,18,13,2.1758,5.2
20,17,9,2.5622,6.4
21,45,4,4.5984,3.3
14,4,3,2.4667,12.0
6,8,0,0.037899999999999996,5.5
24,38,8,4.1925,5.8
17,40,3,3.7824,8.9
11,7,5,2.8806,5.2
15,-3,4,3.6614,6.5
24,7,5,4.5986,7.0
24,9,9,6.6221000000000005,6.8
5,1,1,2.038,2.1
10,17,4,4.3437,6.6
12,47,2,1.418,6.5
20,45,6,0.0535,6.5
40,23,12,12.162600000000001,7.5
21,25,12,9.524700000000001,1.1
27,32,9,5.3098,5.4
20,41,7,8.8083,3.7
8,1,1,3.3899,11.3
13,13,4,4.4833,7.9
6,5,3,3.3335,11.7
27,12,10,0.5635,2.8
16,9,6,2.6726,6.9
13,-17,3,0.7523,3.2
20,11,7,2.8675,2.6
8,2,1,1.8282,10.3
10,5,4,3.9529,6.6
23,11,6,7.0381,7.6
32,46,8,8.1526,6.6
12,14,4,2.9564,3.2
2,36,18,3.2878000000000003,4.8
19,3,7,1.373,4.1
23,19,8,3.2260999999999997,3.2
20,18,10,9.100100000000001,5.5
0,0,0,0.0,5.3
18,34,6,0.0015,7.7
15,31,2,2.6875999999999998,3.4
12,12,10,5.1796999999999995,5.3
19,17,8,0.3058,4.0
23,13,10,5.960100000000001,3.9
58,2,6,4.6211,12.4
13,1,4,4.5725,8.5
5,7,4,3.1820999999999997,6.2
32,17,11,8.426200000000001,7.8
16,6,3,5.9474,8.8
7,17,3,0.0034,11.7
36,120,58,8.9034,4.3
10,2,2,2.8956999999999997,4.4
33,10,10,9.2745,3.7
53,31,22,2.3128,4.4
7,1,2,1.8157999999999999,4.6
11,10,6,5.4661,2.1
6,1,1,1.2415999999999998,9.3
31,9,4,0.829,8.7
4,5,3,0.794,3.6
10,4,4,4.2971,5.8
29,25,13,8.3539,1.4
0,0,0,0.0,7.3
0,0,0,0.0,7.0
12,-2,2,4.4883999999999995,6.5
19,7,6,3.8318000000000003,6.8
18,11,3,0.37239999999999995,7.8
17,5,4,4.1022,4.3
17,8,5,5.0903,9.3
17,10,9,6.350899999999999,4.8
46,16,12,11.3973,11.6
35,42,9,6.4011000000000005,2.6
20,44,7,4.700399999999999,4.5
13,11,8,7.5181000000000004,5.2
31,49,12,13.923399999999999,9.6
12,7,3,0.4782,0.0
17,21,10,4.2333,4.2
0,0,0,0.0,3.6
48,17,6,3.4882,3.7
12,2,0,0.0499,9.2
6,5,3,3.3504,5.2
18,5,4,3.7592,2.4
8,-16,2,0.0229,3.7
15,11,8,0.015,7.6
3,0,0,0.0,6.1
15,7,7,8.760299999999999,1.5
12,3,2,0.2206,7.7
18,0,7,7.555899999999999,2.7
37,25,16,13.216700000000001,7.8
28,7,7,3.9388,4.2
5,5,0,0.0024,6.5
29,9,9,11.7869,7.5
28,21,19,12.1184,3.7
54,38,36,5.5047,2.6
11,1,6,7.650600000000001,3.7
13,6,3,2.3523,3.3
12,9,5,4.1205,1.3
20,13,5,5.2193000000000005,8.2
58,44,25,3.5772,14.5
46,22,14,10.9644,6.4
20,0,1,5.0566,9.5
18,36,8,7.5602,4.3
18,14,9,7.8346,5.8
37,10,8,6.724,4.3
16,7,8,7.5729,2.6
10,2,1,1.6478,4.2
52,8,7,5.533600000000001,4.4
17,12,7,2.0732,6.6
11,5,3,3.7241,3.2
17,13,4,6.1866,11.8
39,33,15,11.7926,1.0
10,14,9,7.8365,7.5
58,14,14,8.392700000000001,0.5
52,44,25,13.354700000000001,8.3
9,12,4,3.5023,10.2
11,-7,2,1.6228,4.1
32,5,6,4.8761,8.9
15,17,9,4.2626,1.8
47,30,11,8.6275,9.7
8,51,23,2.3739,8.4
12,24,9,8.487,8.2
12,11,6,3.5302,2.6
1,0,0,0.0,2.1
11,-4,1,0.0,7.7
10,7,5,2.8428,2.1
21,14,9,6.893,4.3
38,7,7,5.2932,2.1
27,12,11,8.3047,4.0
27,25,22,0.44889999999999997,6.6
28,53,5,0.7987000000000001,1.0
18,1,3,0.0019,7.9
23,18,15,9.305299999999999,8.4
17,56,38,8.7944,6.5
8,17,8,0.0101,2.7
0,0,0,0.0,3.3
21,7,6,5.4318,11.9
25,10,8,0.4472,5.4
5,90,54,3.4399,0.3
17,5,20,2.7124,4.0
5,17,5,3.1303,3.8
8,-7,2,2.3648000000000002,4.6
5,7,2,1.0719,7.5
21,10,12,12.113700000000001,4.6
22,15,6,1.5766,6.2
16,63,26,14.6563,7.8
23,27,13,12.5064,13.9
0,0,0,0.0,4.2
20,1,5,5.5523,10.7
15,14,13,6.8965,4.3
12,-13,3,4.456300000000001,4.4
10,4,3,0.7676000000000001,10.4
6,3,2,1.5455999999999999,5.0
37,28,20,7.1419,2.6
10,13,7,6.2271,6.1
13,5,4,4.3557,5.5
23,14,10,7.8443000000000005,4.5
39,9,9,3.364,7.4
35,12,8,2.6163000000000003,9.6
24,8,9,5.6188,13.6
16,82,9,10.055399999999999,6.5
1,49,27,5.0759,4.5
8,4,3,0.0254,5.3
14,9,7,4.965,2.5
3,6,3,0.9269,6.5
39,30,9,10.0644,4.3
9,5,2,1.1912,7.9
35,18,15,0.0134,9.9
12,14,7,3.5745999999999998,1.5
7,6,2,2.1702,2.1
24,-9,7,7.839300000000001,11.3
25,13,9,7.1621999999999995,5.1
12,51,4,1.3057,4.3
8,8,2,3.6385,2.1
7,20,1,1.6220999999999999,2.4
28,20,16,7.403,2.4
26,9,9,9.2234,3.9
10,7,2,0.7442000000000001,7.5
16,-2,6,6.9849,2.5
10,-5,7,4.5495,1.3
57,47,14,0.17880000000000001,5.7
19,16,7,1.567,2.2
45,17,9,7.6738,2.8
7,12,5,2.64,4.0
38,72,30,7.4129,6.2
16,23,7,6.3264,4.6
24,18,12,8.4178,8.1
25,-13,7,0.7631,9.2
20,38,7,8.7817,6.0
35,22,10,4.2565,4.2
14,54,7,4.8406,1.6
17,8,5,5.7568,7.6
10,8,9,3.5773,4.3
19,1,8,4.9043,4.2
18,40,8,8.1198,7.8
34,46,7,5.635800000000001,2.6
11,10,3,3.6329000000000002,2.2
3,2,2,1.1569,10.9
20,0,5,3.8884000000000003,4.5
29,6,4,5.124899999999999,5.8
12,14,5,5.067399999999999,6.3
11,1,2,3.7813000000000003,7.0
31,5,6,2.5985,4.6
41,17,9,3.8383000000000003,6.2
22,32,14,2.7293000000000003,5.4
8,5,3,0.1814,9.4
38,6,4,0.2367,10.8
11,5,8,3.7634000000000003,10.3
1,0,0,0.0,6.8
13,1,3,3.9091,10.6
19,15,7,9.910200000000001,3.0
16,11,7,6.7641,5.2
11,36,5,2.7139,6.6
14,16,9,5.315600000000001,8.0
23,47,38,13.2525,6.2
14,2,3,0.15580000000000002,8.1
39,11,5,0.3237,3.9
40,32,19,1.9696,7.5
53,17,12,0.0792,5.7
20,12,6,6.2671,3.9
11,6,3,2.9036,4.6
10,10,10,7.128,9.6
15,-1,2,0.0,12.3
23,8,6,4.2105,4.3
38,17,14,6.9017,2.8
10,2,3,3.0234,2.7
40,38,20,5.739199999999999,5.2
9,8,5,4.5747,2.1
20,24,12,1.0301,7.3
10,10,7,5.1667,4.5
4,5,2,0.8121,4.2
25,5,3,0.1365,3.9
23,8,3,5.0893999999999995,6.6
15,12,9,4.3034,4.4
2,0,0,0.0,5.2
41,19,19,15.1865,2.2
29,13,11,7.1155,6.3
13,26,5,5.221,5.2
10,7,4,2.0705999999999998,5.3
46,38,19,8.986799999999999,10.5
23,13,8,10.232299999999999,5.0
7,9,4,1.364,3.9
9,22,7,4.0403,8.0
16,12,7,4.9832,5.7
18,19,3,4.5927,7.1
10,90,42,7.2235,6.4
16,7,3,1.5206,5.0
11,7,5,0.3336,9.7
17,8,7,5.1403,4.4
15,5,4,2.8646,12.5
19,11,6,7.9155,1.4
14,6,3,1.2430999999999999,7.8
4,2,4,3.0169,8.2
23,24,6,6.0516000000000005,10.0
2,1,1,0.7758999999999999,9.2
23,8,8,7.7303999999999995,5.3
8,34,1,1.7337,6.2
38,48,34,5.0458,4.5
15,10,4,3.3959,5.7
20,45,4,2.7914,3.3
6,33,3,1.7428,6.6
39,10,12,9.3531,1.6
31,17,7,10.9916,13.9
28,37,13,1.4984000000000002,5.3
9,0,0,0.0,5.9
17,62,49,0.5154,2.9
20,10,5,1.3434000000000001,7.6
21,9,6,10.6744,5.2
11,9,4,3.7855,5.6
34,24,16,10.5181,7.4
19,3,4,4.9837,9.0
19,0,5,6.296600000000001,1.1
28,24,15,11.164,4.1
31,14,12,9.045,5.2
42,-30,8,1.3304,9.2
32,8,6,4.9476,14.0
22,15,8,4.865600000000001,6.1
17,13,6,4.5832,2.8
11,22,4,3.7508000000000004,4.1
11,3,2,2.0423,5.1
48,26,16,0.18730000000000002,5.2
9,30,3,2.7577,7.1
30,9,9,11.710799999999999,8.7
30,22,8,6.8618999999999994,4.9
4,0,0,0.0,6.0
4,0,0,0.0,7.1
11,43,4,2.6686,5.0
20,6,3,5.1864,5.3
19,44,10,2.6786999999999996,4.6
9,14,7,4.5278,2.6
28,10,12,7.990399999999999,4.6
9,1,5,4.6063,13.9
31,24,13,7.1288,6.1
28,15,9,10.470600000000001,11.2
13,7,5,2.7115,4.3
12,6,3,2.1083000000000003,4.3
20,17,10,9.066,9.1
5,18,1,0.25730000000000003,7.3
27,11,5,3.677,2.1
25,31,19,5.4361999999999995,6.0
16,12,7,5.3728,2.0
25,65,18,20.5785,8.9
20,2,5,5.6366000000000005,7.6
17,13,11,0.0066,1.9
16,3,3,3.7154000000000003,3.9
9,32,5,5.3784,1.5
31,11,14,6.1675,2.6
12,8,4,0.0021000000000000003,4.7
54,13,10,5.4444,8.4
35,25,15,10.2836,7.4
15,-4,5,3.5907,1.9
12,8,7,7.9557,5.0
7,0,2,2.4643,4.8
15,20,17,7.9816,2.7
13,23,8,2.2437,6.4
6,18,3,1.5006,2.0
21,15,12,9.561,5.4
8,3,3,2.0162,8.1
31,42,10,10.319799999999999,7.3
6,3,2,1.0012,8.2
13,22,5,0.39080000000000004,5.1
12,12,7,0.0096,6.4
13,12,7,5.2402,12.8
32,11,13,0.0119,7.2
12,24,12,4.5252,2.2
19,2,3,5.0996999999999995,11.3
27,65,31,27.770599999999998,3.6
39,5,10,8.1953,6.0
11,25,11,6.239,6.0
34,20,6,5.4512,5.5
18,6,4,0.1633,7.8
13,1,5,4.1373,1.5
12,20,12,4.8549,3.9
50,25,18,0.0658,8.9
17,13,9,7.793399999999999,4.2
16,8,3,6.5962,6.3
29,3,10,11.2382,5.3
8,2,1,0.7873,7.0
24,-4,6,5.6386,3.4
1,-1,-1,0.1692,2.7
4,2,1,0.5807,4.4
13,4,4,2.0417,4.2
8,33,15,1.4374,4.4
3,18,12,0.0064,7.8
6,-19,1,1.0172,8.8
2,0,0,0.0,6.8
17,15,8,5.7421999999999995,1.8
12,7,5,4.4973,3.6
9,3,1,0.0344,8.6
35,-13,7,2.1334,9.4
10,15,7,3.0998,5.9
10,9,7,4.1594,4.6
12,7,4,2.6099,3.9
38,4,7,4.654100000000001,10.6
29,6,8,8.0896,4.5
7,9,4,2.6296999999999997,6.5
53,13,10,11.9855,8.4
54,20,14,5.3683000000000005,9.0
34,29,14,9.986799999999999,4.7
38,31,12,5.1925,5.1
14,11,8,6.9067,8.1
44,47,28,0.0087,3.5
29,17,7,0.0012,4.6
11,7,6,5.8007,2.5
13,28,5,4.394,7.3
15,14,2,3.7401999999999997,5.0
11,9,6,4.3067,7.7
18,18,7,5.7936000000000005,7.9
31,28,17,16.8347,4.5
8,5,4,2.1969000000000003,4.8
9,7,3,2.8589,5.1
0,0,0,0.0,8.7
7,7,4,3.7956999999999996,5.4
7,28,3,3.6263,7.2
26,53,17,12.6991,5.3
41,30,16,7.4321,2.7
19,2,10,11.9173,5.8
6,11,1,0.5261,7.6
15,9,6,1.7445,3.5
14,7,5,1.6349,3.8
21,50,20,0.6929,5.1
19,3,8,6.6597,5.3
5,14,2,0.0574,10.2
10,11,4,1.9669,0.1
7,34,1,1.3059,2.7
4,2,1,0.32230000000000003,0.1
10,9,4,2.4144,7.9
29,8,5,3.7955,2.7
2,0,0,0.0,8.3
44,19,12,7.5623000000000005,4.8
8,3,2,1.7113,6.6
25,6,7,7.9891000000000005,11.6
10,24,11,5.7685,2.5
39,14,17,0.0577,2.4
22,22,14,3.1359,4.4
20,9,7,6.4018999999999995,4.8
8,0,0,0.0,9.2
40,21,15,5.993600000000001,7.4
13,9,5,3.6090999999999998,7.6
24,3,3,6.3955,10.0
14,16,9,4.9698,8.7
29,9,10,4.0247,2.6
16,12,7,0.4727,5.0
13,5,4,2.233,6.6
24,11,5,2.3834,4.0
5,0,0,0.0,7.8
0,0,0,0.0,4.8
23,12,5,3.8472,12.0
7,20,4,1.8035999999999999,4.0
7,10,5,3.4497,14.0
4,1,1,1.0102,6.4
19,12,6,4.68,3.6
24,17,9,5.4402,7.6
12,6,8,4.2646999999999995,4.3
26,66,15,7.0583,1.3
21,19,9,0.044899999999999995,6.5
13,4,4,4.538399999999999,4.9
4,60,37,5.2698,6.1
31,29,8,7.626600000000001,5.0
24,1,8,6.247199999999999,2.6
15,25,11,9.4306,5.6
2,0,0,0.0,6.2
49,42,13,0.9935,7.7
5,8,4,2.1151999999999997,5.1
10,5,3,2.4396,5.3
16,8,8,8.895100000000001,3.2
21,9,6,0.0282,6.2
39,25,14,0.045700000000000005,14.0
15,4,7,5.0945,6.2
10,3,1,2.2013000000000003,10.9
17,6,6,5.615600000000001,4.1
48,27,12,2.3891999999999998,6.3
10,6,3,1.724,2.0
11,3,3,2.9479,4.1
45,8,9,7.6195,6.6
9,3,1,0.7189,12.8
36,21,11,0.9732000000000001,5.1
9,6,5,5.5105,4.1
13,14,7,6.270899999999999,4.5
16,7,4,3.7203000000000004,5.4
22,4,2,4.6218,7.8
23,5,5,5.7103,4.8
35,24,15,7.5255,5.1
26,43,20,15.7768,1.5
21,9,5,4.735399999999999,6.4
3,19,19,0.0206,4.5
38,25,15,0.8654,2.7
9,26,9,0.32130000000000003,1.3
9,7,2,1.7312,7.4
17,25,6,3.9981,9.2
13,9,5,4.1792,4.5
29,11,9,7.5443999999999996,5.3
5,0,0,0.0,5.9
13,6,4,3.7468000000000004,5.3
30,22,15,3.546,11.6
21,14,7,5.2733,6.7
3,1,1,0.872,3.8
14,1,1,0.007,8.5
10,5,5,2.9219,5.0
6,-3,1,0.0,9.3
31,8,10,0.9916,8.9
15,7,5,2.0019,2.6
20,19,7,3.5892,2.8
25,26,12,9.8224,6.4
24,14,8,10.1298,4.6
11,5,2,2.3834,10.6
21,29,14,8.6458,4.6
7,5,3,1.4539000000000002,12.3
23,7,5,6.634,3.8
11,11,8,0.0048,3.3
16,22,12,6.406,4.8
21,17,9,5.5262,4.2
21,0,0,0.0,13.5
21,34,6,1.1302,3.8
14,12,5,4.7453,4.2
23,18,8,8.095,3.1
18,23,12,1.7406,7.5
2,1,0,0.0,6.5
0,0,0,0.0,14.1
5,2,0,0.0018,3.9
12,8,14,1.6685,12.8
12,9,5,5.6738,7.2
19,22,7,4.8578,8.3
50,50,23,1.6501,5.6
46,44,22,0.0334,4.4
44,27,12,8.893600000000001,2.0
20,40,12,0.24359999999999998,3.4
15,6,4,4.6501,8.2
10,16,11,6.5255,1.3
17,10,6,3.8339000000000003,4.3
14,7,4,5.030399999999999,4.9
9,6,3,1.5364,8.6
6,4,3,1.2703,4.7
16,18,7,2.3230999999999997,12.4
27,18,6,3.5023,5.1
7,4,2,1.3936,7.8
19,14,8,8.6518,1.4
20,8,4,3.5796,3.1
15,0,3,3.06,5.0
8,9,4,2.9389000000000003,8.9
17,19,6,4.1815,12.6
16,15,9,6.7118,3.5
14,8,3,1.2712999999999999,3.5
6,29,2,1.8197,4.3
4,4,4,1.5147,8.4
12,8,5,2.5397,3.7
7,8,4,2.0191,4.4
25,20,9,0.31389999999999996,7.9
28,45,27,9.0455,1.2
28,95,48,0.0015,4.5
21,-1,1,0.0,11.5
21,3,11,10.476899999999999,3.0
32,21,12,14.9847,5.4
16,47,6,3.1128,4.3
9,31,3,3.4985999999999997,5.2
12,14,6,3.0942,5.5
33,50,10,6.3968,4.9
12,4,5,3.429,4.5
13,4,3,2.0137,4.7
9,11,5,2.7184,2.2
6,6,4,0.9256,6.1
5,1,0,1.1280999999999999,8.1
23,12,8,0.3926,5.1
31,13,9,2.9476999999999998,7.5
5,1,2,2.1151999999999997,3.5
28,16,9,3.605,2.3
14,18,5,3.753,3.9
16,8,4,0.42510000000000003,12.0
26,8,3,5.5712,5.1
9,7,3,2.3766,4.2
13,9,6,6.1598999999999995,4.8
15,11,7,6.5296,3.5
13,3,5,5.3981,5.9
12,11,8,5.7636,5.9
38,8,13,15.816799999999999,7.9
13,9,4,2.9078000000000004,11.6
11,4,2,1.8989,3.9
18,-27,3,3.151,2.3
0,0,0,0.0,2.3
5,-18,1,1.3753,12.9
17,21,7,7.2238,4.4
6,1,0,0.0,8.9
31,10,13,0.1187,5.8
13,9,4,2.1748000000000003,2.1
16,8,5,3.9612,4.4
7,95,48,1.9841,2.8
38,25,16,3.7028000000000003,4.7
5,3,2,1.3027,7.3
57,-16,11,0.1409,2.4
15,5,5,2.4264,10.1
6,4,1,1.7177,7.4
9,5,4,4.621899999999999,10.9
5,7,3,1.4218,7.9
22,15,8,5.527100000000001,10.5
54,2,7,6.972600000000001,3.0
19,47,19,12.4175,2.6
44,24,13,0.0676,5.1
18,13,7,6.0327,2.7
26,35,28,1.1212,5.3
13,9,3,3.6862,5.9
13,3,3,2.6748000000000003,7.8
13,10,5,2.8501,11.4
5,-15,2,2.2281999999999997,6.5
6,5,3,0.4203,9.2
31,23,16,14.0341,4.7
40,30,22,5.3735,12.0
17,48,7,6.6337,4.3
31,21,14,7.2556,8.3
23,12,7,5.738899999999999,4.9
13,30,15,1.9048,0.1
10,2,2,2.7441,4.7
32,18,15,14.558399999999999,7.9
3,9,4,2.9571,0.9
6,26,2,1.0374,2.4
32,9,6,6.2962,4.3
28,7,7,4.4357,9.7
19,71,10,0.069,6.2
6,8,4,2.8009,5.4
17,57,15,7.144,1.5
3,3,2,0.8264,2.6
21,11,11,8.607299999999999,1.4
13,5,2,3.1813000000000002,2.9
27,64,23,16.699900000000003,5.6
6,-14,1,1.1049,11.8
11,4,4,2.9408000000000003,3.7
9,2,2,1.7210999999999999,4.8
54,29,18,12.9566,1.2
13,6,3,2.8352,4.0
