timedelta,rangeDiff,batteryPctDiff,distance,temperature
13,37,9,3.988,7.4
43,5,6,7.7928999999999995,7.3
31,6,9,1.1076,1.8
6,4,1,1.5999,5.8
16,6,4,2.6877,5.0
13,26,12,5.6093,10.5
29,35,16,0.7735,8.9
18,16,7,6.2257,12.8
18,1,5,6.7453,9.2
59,8,17,3.4895,10.0
40,21,14,12.9119,8.5
9,14,6,4.0095,4.8
30,52,13,0.0035,3.5
20,17,6,3.125,5.2
18,7,5,4.8144,4.0
31,7,16,0.7283,8.5
25,7,9,1.9119000000000002,4.3
27,6,5,4.7013,3.6
8,3,3,2.1225,1.5
31,13,11,0.6476000000000001,7.9
21,18,8,7.8567,2.6
2,14,11,1.0332000000000001,3.7
12,8,5,2.1315999999999997,3.5
17,19,8,6.4792,2.3
9,45,2,1.6696,4.6
13,6,4,5.2881,4.6
7,4,3,2.6209000000000002,7.2
35,11,13,12.5404,10.0
46,35,22,4.093,3.8
21,14,6,4.5168,11.4
29,17,13,1.2106,9.1
11,7,7,3.1812,5.4
38,21,20,19.6904,5.3
56,28,17,0.7589,2.4
18,14,9,4.8292,7.8
16,7,4,4.1981,10.2
33,28,17,3.7346999999999997,7.8
12,14,6,5.3191999999999995,3.2
14,15,8,0.0001,5.2
33,11,14,14.4658,2.7
21,17,8,7.6646,6.5
6,2,2,0.8755,11.2
28,20,12,5.5968,1.3
53,52,13,4.2231000000000005,2.9
31,0,12,4.2026,2.7
6,3,2,1.1588,5.2
34,26,17,0.163,2.2
29,12,10,2.209,8.1
16,7,4,3.1635,9.1
14,18,3,5.1898,9.4
4,0,0,0.0,11.1
29,27,20,0.6746,0.4
33,11,7,5.8328999999999995,4.4
10,5,3,4.3797,5.1
18,8,7,7.2316,7.8
8,7,2,2.2868000000000004,4.1
21,28,19,6.4925,4.1
57,65,29,1.3828,3.7
11,4,2,3.8399,7.2
34,37,24,0.3508,-0.2
6,7,4,3.0591999999999997,0.1
53,18,20,6.9757,6.1
17,31,12,5.7598,1.2
14,10,6,4.9577,5.1
3,1,0,0.3544,6.2
14,45,20,1.2278,4.8
34,9,13,7.9931,9.2
10,1,0,0.0,7.1
18,14,5,3.2169,2.6
23,9,14,11.9176,3.0
40,68,27,1.4974,5.1
9,8,4,1.5224000000000002,7.3
23,8,8,7.4986999999999995,4.4
12,19,11,6.2878,4.9
11,5,2,0.9167000000000001,5.8
15,12,5,2.1146,3.0
54,8,7,5.2639,7.5
19,1,4,3.9505,5.2
18,7,9,9.1015,2.3
21,49,14,9.5325,12.5
21,28,9,2.6660999999999997,2.2
19,18,14,14.6708,7.6
3,6,1,1.371,10.0
2,-1,-1,0.0,5.0
19,15,5,2.6176999999999997,3.7
17,13,7,2.8846,6.8
10,36,3,1.3767,0.6
26,16,9,7.317,6.0
13,10,4,3.3459,4.7
9,-2,8,10.7495,7.8
10,17,7,4.3702,8.3
30,12,7,3.0551,6.5
59,33,17,0.0505,4.7
33,18,13,3.6018000000000003,4.0
33,74,48,0.0037,8.7
10,4,3,1.455,2.6
33,32,8,6.499899999999999,12.7
3,0,0,0.0,5.0
3,-24,0,0.0,5.9
14,18,8,3.8095,0.8
20,62,15,2.1195999999999997,5.8
13,9,6,6.937600000000001,5.8
13,41,23,1.801,7.8
49,28,19,0.5125,5.5
4,3,2,0.904,0.3
9,5,4,4.3138000000000005,3.5
9,6,3,0.1795,8.2
0,0,0,0.0,8.3
30,7,8,1.0535,4.6
10,9,1,0.7991,2.8
14,12,4,2.6084,3.7
34,44,24,11.3816,4.3
17,-7,5,8.2927,9.3
9,8,5,3.781,7.2
15,12,5,2.8709000000000002,2.6
3,0,0,0.0,7.4
13,-1,4,4.1309,14.5
14,10,4,3.8575,6.2
16,17,7,2.3916999999999997,7.7
22,24,8,8.1267,6.0
29,11,8,0.6809,5.7
23,43,29,26.6717,7.5
24,15,8,5.3431999999999995,4.6
43,48,14,13.0285,4.6
48,29,12,9.5737,9.1
21,13,12,12.9657,9.2
13,5,3,1.6785,9.5
5,5,2,2.2554000000000003,8.2
7,19,4,4.1871,4.9
11,3,4,4.0596,1.3
13,3,3,1.5172999999999999,2.2
10,1,1,0.0017,3.7
49,43,29,9.8345,3.6
53,19,11,0.8613999999999999,8.0
30,9,7,2.5042,11.9
5,3,2,1.6394000000000002,3.8
7,6,3,0.6497999999999999,5.4
10,10,7,5.5841,1.8
24,3,12,11.096200000000001,3.1
13,6,3,2.2998000000000003,10.5
3,0,0,0.0,8.0
5,7,3,2.2453000000000003,2.5
27,1,6,5.663399999999999,13.7
9,5,4,2.1980999999999997,6.3
12,12,6,5.264600000000001,0.3
7,10,5,3.4377,8.2
11,9,5,1.4116,10.4
38,18,18,11.851899999999999,2.2
19,27,10,11.1957,4.1
9,18,5,4.5253000000000005,4.2
20,0,8,11.4936,8.0
12,4,3,0.6881,11.3
19,14,9,7.8492,2.6
15,11,7,5.0145,4.1
27,25,10,0.0296,9.3
15,16,6,6.0317,5.2
21,11,7,7.417800000000001,5.8
10,10,8,5.4945,6.0
7,4,4,5.165100000000001,2.1
13,17,6,2.9856,6.4
21,49,16,2.6714,4.2
20,27,12,0.0015,10.4
11,18,7,3.9258,3.8
10,4,3,1.7454,11.5
23,25,7,4.1713000000000005,0.5
8,4,4,3.165,3.8
45,30,18,14.947299999999998,7.7
18,50,11,11.1865,3.8
37,21,11,4.475899999999999,6.5
32,10,8,11.484200000000001,2.3
13,5,2,2.5655,9.3
11,3,2,2.9271,11.3
25,55,8,7.3994,5.8
42,11,9,1.7555,5.0
16,2,4,6.4832,3.3
13,12,3,0.7861,7.4
8,2,2,1.2445,5.1
8,5,4,1.8220999999999998,2.8
14,13,6,5.7942,5.3
20,11,8,5.423,8.7
31,6,2,0.1655,7.6
9,-10,4,3.7313,4.0
28,56,24,4.3673,5.8
0,0,0,0.0,5.6
17,25,9,6.0614,2.6
12,5,3,1.3160999999999998,12.7
8,-3,3,2.9495,4.3
38,42,25,25.4885,12.2
24,6,4,2.5713000000000004,0.2
29,1,6,3.2288,7.5
3,0,0,0.0,7.8
47,12,9,1.1371,2.6
39,59,18,0.15330000000000002,5.3
9,13,16,5.7865,2.7
22,13,8,4.3676,7.8
17,49,20,0.6734,4.9
6,5,5,2.5065,4.0
7,7,3,2.2805999999999997,8.0
18,-8,5,3.0745,1.9
7,35,3,3.3873,3.8
5,1,1,1.0446,4.4
41,22,7,7.0352,4.9
21,18,6,5.3445,11.0
10,4,3,3.5674,9.5
23,29,12,0.6645,3.6
15,34,7,7.639600000000001,8.2
1,0,0,0.0,14.3
0,9,6,2.6029,7.8
24,16,9,0.1744,1.9
17,5,6,0.033,1.9
27,31,18,8.6141,2.5
17,4,6,4.049300000000001,5.1
46,7,3,0.0169,7.1
24,10,11,10.5364,0.2
22,76,17,0.5862999999999999,10.4
13,6,3,3.9787,3.1
31,26,12,8.0683,4.2
19,8,4,4.133100000000001,6.5
11,27,3,3.4251,11.5
6,4,2,1.6925999999999999,6.3
29,-6,3,5.6404,4.3
12,-3,2,1.0920999999999998,2.1
11,9,5,1.979,3.4
23,9,9,1.9489,1.8
14,15,5,4.2238999999999995,6.5
28,34,19,12.484399999999999,4.1
30,13,10,0.4119,4.6
15,10,6,1.4061,3.8
18,11,5,3.6576999999999997,4.2
3,0,0,0.0229,10.9
12,2,2,2.6772,4.4
9,28,2,1.1122999999999998,4.0
24,14,9,10.6169,4.3
8,-1,2,4.0222,9.0
11,17,7,5.0252,1.4
22,15,6,3.588,9.0
7,3,3,3.2477,2.6
4,1,1,0.0,7.6
24,7,8,7.0454,2.7
26,20,13,10.8943,2.4
3,1,0,0.0,7.3
21,13,7,2.9172,5.8
14,16,6,5.2844,0.3
20,18,9,0.26680000000000004,6.0
35,10,9,3.4133,2.2
8,10,6,3.4005,4.3
14,2,3,3.9639,4.7
15,18,7,5.519699999999999,1.3
7,6,3,1.6730999999999998,4.7
29,18,15,14.879,1.6
11,6,3,2.9754,6.1
10,8,5,4.55,8.9
21,8,7,8.492299999999998,4.6
11,9,6,0.353,3.6
41,52,11,4.2962,7.6
1,0,0,0.0,10.4
19,7,7,5.1998,8.3
6,2,1,1.4762,2.2
10,33,1,1.414,2.1
11,23,5,5.3527,1.9
13,20,9,0.5862999999999999,5.2
9,8,4,2.7408,4.3
31,54,16,5.8068,4.6
15,27,6,4.8499,3.7
17,5,5,3.3973,12.5
16,40,5,3.6841999999999997,3.7
16,2,3,4.0225,6.7
16,10,8,4.1978,4.1
11,9,4,1.6869,8.3
22,0,0,0.0,13.8
8,6,3,1.8080999999999998,6.3
4,13,5,1.8,3.4
17,13,7,8.4939,4.0
22,6,4,2.2026,10.5
24,45,7,8.4905,4.4
41,26,22,2.6328,5.2
8,13,3,2.768,3.4
22,16,7,0.8046,7.3
3,0,0,0.7152000000000001,6.8
20,22,11,0.06670000000000001,5.7
48,22,9,0.0002,8.0
31,28,17,12.342600000000001,6.3
14,5,5,0.318,2.8
9,29,5,2.5848,6.9
6,4,2,1.2535999999999998,4.3
14,2,4,1.5959,3.4
13,0,0,0.0,4.8
10,20,4,2.5785,4.3
15,6,3,5.4703,8.0
15,15,8,7.8214,7.1
8,-3,1,3.0436,7.6
9,5,2,0.1731,6.3
13,34,9,8.838799999999999,2.0
14,8,10,5.9379,6.2
9,1,3,2.9760999999999997,5.1
15,30,14,9.04,3.2
17,27,2,1.5695999999999999,0.6
2,66,9,6.836600000000001,4.1
8,18,3,1.3245,4.2
13,28,19,3.5325,5.4
12,43,11,0.0119,3.8
16,14,5,2.5275,4.7
16,-11,6,6.105899999999999,1.5
38,5,2,1.2064000000000001,8.0
20,7,9,8.2375,8.0
15,1,2,3.4298,7.8
8,5,3,2.954,6.5
6,32,2,1.7477,4.0
12,13,4,4.2078999999999995,10.6
24,4,8,8.1989,8.7
18,13,6,4.2688999999999995,0.5
22,6,3,1.9370999999999998,11.4
20,19,15,0.8573999999999999,3.6
5,2,1,3.0503,8.3
9,9,5,2.3971999999999998,6.2
15,19,12,10.703100000000001,4.3
11,11,5,3.5695,3.2
15,14,5,4.2652,3.2
7,0,3,2.4351,2.3
9,5,3,3.9027,3.7
23,10,8,8.0535,6.4
10,6,2,3.0854,5.1
35,5,4,2.4657,3.4
28,28,14,5.7085,2.6
37,27,10,7.5225,6.9
34,34,12,1.7059000000000002,7.7
4,9,1,0.8606,2.7
16,3,5,4.249,3.6
17,2,4,0.003,9.4
3,4,1,1.2622,5.3
21,27,15,12.5274,3.3
23,11,7,6.3008999999999995,3.6
16,37,18,0.0018,8.5
42,14,10,0.3143,1.9
16,14,6,2.0502,4.8
22,19,13,11.2765,3.3
16,6,6,2.1835,2.9
9,5,3,2.4275,4.4
8,4,3,0.6061,4.6
0,0,0,0.0,4.7
12,3,3,1.9417,10.4
13,3,5,5.7543999999999995,0.2
13,8,4,3.4743000000000004,7.9
6,1,0,0.0,7.6
13,3,3,2.0919,2.7
29,17,10,3.216,2.8
31,10,4,7.9386,12.5
4,1,1,0.7082,3.6
17,20,12,8.2101,0.2
19,32,12,1.3522,5.0
0,0,0,0.0,4.1
23,20,11,4.4838000000000005,9.3
0,0,0,0.0,4.6
16,4,3,3.0353000000000003,7.3
50,23,19,8.864,4.8
23,25,20,11.2751,3.1
40,24,16,10.1022,4.3
15,3,5,5.081,8.2
19,11,10,0.009,3.1
13,23,12,0.49389999999999995,4.5
35,32,15,0.0007,9.3
12,4,2,2.3221,4.5
18,7,7,8.738100000000001,4.6
8,20,6,3.8270999999999997,4.3
20,19,7,5.9046,7.5
26,17,12,0.7218,7.6
9,2,2,0.36419999999999997,11.7
15,14,9,6.7623999999999995,4.6
11,4,3,3.3182,4.0
8,8,3,4.422899999999999,1.2
29,4,6,7.6243,8.0
15,2,6,0.8391000000000001,6.4
12,26,13,6.2637,3.7
12,11,5,0.0036,4.6
21,-4,8,10.0963,4.9
18,5,6,8.0006,9.9
7,4,4,4.469399999999999,2.7
12,9,3,3.5566,4.3
25,18,10,8.5509,3.2
29,16,5,0.0018,5.8
15,12,8,5.8613,3.7
17,10,6,6.2341999999999995,4.5
18,20,4,1.58,8.6
18,4,3,3.9334000000000002,4.9
18,16,8,7.9414,2.4
24,2,6,6.9313,8.9
14,6,7,5.293699999999999,7.4
15,13,8,6.3607,4.5
23,-11,9,8.8425,5.0
33,5,4,2.4147,4.2
15,19,9,2.3968000000000003,7.6
13,4,6,6.6055,4.3
37,21,18,15.342,3.7
36,58,39,0.7489,4.3
23,9,5,0.0214,5.3
9,5,3,2.3033,8.0
23,16,12,2.1293,9.4
15,19,8,6.007,9.5
22,2,6,6.1726,2.7
21,-19,5,7.5789,3.7
30,28,16,8.6149,5.2
12,20,3,0.0125,8.3
40,8,8,8.660200000000001,5.0
11,11,6,4.6723,4.1
34,19,6,5.2519,6.7
18,-13,5,5.6643,6.5
5,21,1,0.0,8.0
15,23,18,1.6305,8.8
13,2,4,4.002800000000001,6.3
13,13,4,4.5403,3.2
46,48,19,16.098200000000002,5.2
42,20,13,8.689,3.9
14,6,5,0.22419999999999998,2.4
16,9,10,8.6667,2.3
21,5,3,3.3648000000000002,6.3
21,42,5,4.358,11.5
13,34,9,3.0646999999999998,12.1
56,3,3,0.1911,5.5
22,4,6,3.9174,6.6
20,18,12,8.4536,4.8
25,25,17,13.709100000000001,2.0
23,8,5,3.6031,4.6
37,29,7,0.331,6.6
26,2,12,9.5323,2.6
4,76,27,0.02,5.0
38,-5,4,4.258,9.0
5,-8,1,1.5427,8.7
7,8,3,1.9989000000000001,7.8
14,12,5,0.3618,8.7
55,9,8,10.7089,5.1
59,13,10,1.0793,2.8
7,3,0,0.0,7.6
22,11,5,7.3721000000000005,5.9
4,1,0,0.4298,2.0
19,10,8,3.4251,5.3
24,12,7,12.484200000000001,5.9
19,13,7,3.6471,6.0
16,8,3,5.3473999999999995,9.2
4,1,0,0.0,14.4
42,34,17,2.5756,6.9
10,4,3,2.5964,5.2
23,35,5,6.919,4.7
17,16,9,0.0554,2.9
14,16,12,0.019399999999999997,6.3
11,15,6,3.7458,11.9
18,18,12,8.7934,7.6
15,14,8,0.0108,3.8
25,59,7,6.6875,5.3
10,15,7,6.5513,3.8
16,9,5,6.51,9.4
8,4,2,1.4247999999999998,8.1
27,87,16,0.0036,6.3
14,9,5,3.7066,12.5
14,18,7,7.3307,9.5
15,31,21,0.001,5.1
23,8,9,7.3143,3.7
13,9,8,8.8887,4.5
13,-7,6,4.3071,11.6
39,-17,12,12.247200000000001,2.9
15,10,4,4.333699999999999,4.1
23,4,3,2.9777,4.7
3,0,0,0.0,7.3
6,3,3,2.024,0.2
16,7,10,8.0083,7.5
10,2,2,3.2952,5.2
9,5,3,1.5420999999999998,3.3
0,0,0,0.0,2.7
25,-1,4,5.5073,10.5
21,24,13,9.7271,4.6
12,-2,4,6.3694,10.3
30,46,9,10.732,3.3
26,41,9,9.7938,5.1
7,22,11,0.5317000000000001,5.5
8,4,0,1.1212,13.9
30,19,6,6.404,12.7
3,9,1,0.8271000000000001,5.2
0,0,0,0.0,6.1
18,18,11,6.6022,4.6
26,7,6,8.7739,12.0
26,8,3,2.146,12.4
4,1,1,2.3171999999999997,5.1
10,31,4,3.7071,0.5
31,10,7,0.8156,4.3
46,34,20,4.075,9.3
23,39,28,21.939700000000002,4.6
38,26,9,11.5154,3.0
34,5,3,3.6971,14.0
15,-4,5,5.449,4.6
8,3,5,4.4306,6.0
11,1,5,2.5251,4.1
6,4,3,1.7047,5.6
25,7,5,2.7180999999999997,7.6
12,6,4,1.5391,14.1
14,52,37,2.4188,3.8
27,7,7,0.05,7.8
21,8,9,10.3619,5.3
8,9,3,2.289,2.6
44,16,9,10.487200000000001,5.0
9,13,7,4.9301,3.4
31,13,11,7.2448999999999995,12.8
8,14,19,31.2698,2.4
3,-28,2,0.9334,7.7
48,48,18,0.0088,4.2
28,11,6,3.2063,2.4
6,14,4,3.5568,8.9
16,-7,7,6.463100000000001,5.1
14,5,5,5.2827,4.1
19,6,3,1.9526,9.0
10,5,5,6.7214,7.2
16,22,6,6.8347,4.8
21,17,6,3.2053000000000003,8.9
18,9,8,6.5235,4.5
27,8,4,4.2505,4.7
25,26,4,5.4785,2.5
21,26,10,2.9440999999999997,5.8
27,48,10,7.145899999999999,9.2
14,1,3,1.9405,8.3
6,7,4,1.7347000000000001,3.1
30,24,11,9.0894,2.3
29,12,10,9.023,4.6
40,34,15,0.0313,9.3
18,2,4,2.5808,7.6
9,3,4,6.178100000000001,3.9
11,25,2,0.852,4.5
29,23,17,3.1119,7.7
6,20,10,0.25,5.8
38,13,9,5.5205,10.3
41,14,10,3.0921,2.7
14,9,4,5.871899999999999,8.4
17,15,9,0.24259999999999998,5.4
13,10,7,6.5554,3.6
15,12,4,2.2876999999999996,4.7
22,8,4,5.8103,8.2
10,10,4,2.5111,2.5
22,31,13,1.5431,3.8
21,6,4,5.809699999999999,10.3
16,15,11,0.1453,4.1
8,8,4,1.2455999999999998,4.1
40,13,7,7.5325,10.0
6,-1,2,3.6804,5.2
5,4,3,2.3313,6.5
35,50,12,6.5804,8.6
20,16,11,0.8152,13.9
59,46,12,1.405,7.0
24,56,10,6.9738,1.9
43,2,11,11.6764,2.5
30,33,21,3.1069,1.7
31,32,14,4.9768,2.5
17,15,3,3.0133,6.4
13,6,5,0.786,8.1
17,-2,5,4.1832,11.5
5,6,3,1.4607999999999999,1.6
13,10,5,2.1372,4.6
54,29,20,2.7811999999999997,6.6
0,0,0,0.0,2.3
15,52,6,5.6555,4.5
13,8,6,4.949199999999999,7.2
10,12,5,3.4252,3.7
20,11,11,11.5734,11.7
12,39,10,1.3825999999999998,6.3
23,24,12,10.0703,4.5
7,8,4,3.1693000000000002,7.0
20,28,8,5.9684,5.2
22,1,4,3.2376,11.3
7,8,5,4.1402,8.9
42,14,14,3.1745,13.2
10,8,3,2.0284,5.0
16,14,3,3.6517,7.6
9,44,4,3.9751,6.2
11,44,3,1.9387999999999999,4.9
42,8,4,4.0228,8.7
5,-14,1,1.7786,7.5
16,13,8,3.9705,2.4
0,16,11,0.5307000000000001,4.5
7,-5,0,0.0,7.8
8,11,6,2.4268,3.7
35,48,25,0.4244,6.6
12,28,13,0.26489999999999997,7.6
5,3,1,1.5911,5.4
19,29,13,0.2586,7.4
15,5,3,3.9716,6.5
16,18,8,6.6221000000000005,4.2
16,14,7,7.5466999999999995,2.8
21,3,6,6.418399999999999,2.5
5,4,2,0.8662000000000001,4.6
7,34,4,3.7108000000000003,4.8
12,6,7,6.2136000000000005,6.4
24,19,11,8.910200000000001,3.3
44,-9,9,1.3875,6.2
31,18,11,4.974399999999999,4.0
22,15,13,11.492899999999999,2.7
44,7,8,5.269,5.4
15,1,0,0.0,5.0
18,8,4,4.115,5.3
13,15,5,1.7392,7.7
24,4,5,1.8912,8.7
17,42,7,7.3119,5.6
58,80,47,3.0421,5.3
8,25,12,7.1751000000000005,4.4
23,12,9,6.4527,8.8
14,-24,0,0.0,6.4
5,4,2,2.1724,3.0
15,1,2,3.2782,7.9
3,14,1,0.43160000000000004,6.0
38,51,35,12.1506,8.2
29,10,3,2.9566999999999997,11.4
19,19,8,6.079899999999999,7.3
13,5,2,1.2871,4.1
24,34,9,10.349,5.3
34,4,7,0.6412,8.1
44,55,13,0.2896,4.2
10,-1,4,6.0069,9.7
8,2,1,1.1689,7.8
23,-44,9,2.9354,13.4
41,11,6,6.7755,3.5
35,19,11,8.5929,2.0
27,2,6,8.0577,11.0
7,9,7,4.860600000000001,5.8
3,23,21,14.602,4.7
6,4,3,2.536,4.5
17,9,5,3.9288000000000003,2.1
27,17,9,3.6465,3.8
13,22,10,0.004200000000000001,7.8
33,43,10,10.637,7.5
54,14,6,0.0141,2.9
15,12,4,4.9038,8.4
31,19,14,7.3266,10.2
31,31,11,11.5019,5.1
3,0,0,0.0,5.3
7,4,2,3.2905,4.6
26,12,11,13.0108,3.4
0,0,0,0.0,3.3
6,0,0,0.0,5.0
7,3,3,1.3654000000000002,5.2
9,0,0,0.0,8.7
11,22,12,0.458,3.0
23,8,9,5.4033,5.0
15,27,4,4.1267,5.8
26,15,10,0.4475,3.5
24,43,14,10.0513,5.2
31,0,9,2.1795999999999998,6.3
8,13,8,2.721,10.2
17,10,5,3.611,2.5
8,3,1,1.8102,5.9
3,0,0,0.0,6.4
9,9,5,3.3974,6.1
13,8,5,4.3819,5.4
8,4,4,2.4427,2.1
27,14,7,2.6794000000000002,4.6
13,4,4,3.8425,4.2
21,25,14,0.5458,5.5
18,0,5,7.442399999999999,12.2
19,21,13,6.5085,2.6
33,35,16,7.7397,5.2
17,9,9,8.508799999999999,5.2
50,-2,11,8.4801,3.9
22,24,9,9.3941,10.3
20,8,7,1.0791,6.6
13,10,5,4.9031,7.6
36,13,2,1.6784000000000001,2.7
44,36,21,9.175,5.3
8,7,4,3.4889,4.0
50,52,26,0.6952999999999999,4.5
13,35,22,6.038,4.6
10,12,2,2.6635,0.2
23,26,11,5.889399999999999,8.1
44,14,9,1.9398,8.7
4,0,0,0.0,7.3
17,14,8,6.2447,8.6
5,14,15,0.1554,10.4
21,7,11,10.0511,1.2
9,0,0,0.0,9.4
20,20,11,7.439100000000001,2.0
7,6,3,1.8595,4.5
28,15,15,2.5669,7.6
25,37,11,11.005700000000001,7.2
18,52,7,6.589600000000001,3.2
15,20,8,5.0397,3.3
2,0,0,0.0,10.4
8,-3,4,3.4532,4.7
6,31,2,1.3480999999999999,11.3
46,24,15,2.2455,5.4
5,1,1,0.0238,9.3
26,9,6,0.0503,5.4
25,5,4,3.4831999999999996,1.4
14,2,7,7.8158,4.1
24,39,7,4.1691,7.4
41,7,8,7.0084,6.6
33,47,12,0.2327,1.1
21,6,7,5.1609,3.4
10,6,4,3.7575,7.4
5,4,2,1.3585999999999998,4.9
18,18,11,7.1587,4.6
37,8,13,0.0021000000000000003,4.3
15,10,4,4.5217,7.9
10,34,7,4.985,4.4
31,5,4,5.2395,4.7
8,5,3,0.007,7.7
7,7,5,3.012,1.2
14,4,2,2.7565,4.7
35,45,17,1.6128,5.0
32,21,15,15.633899999999999,3.0
16,35,7,5.1882,5.0
23,16,6,4.4702,4.6
25,11,9,6.1668,6.4
24,55,7,3.8404000000000003,4.3
9,1,0,0.1105,7.8
1,0,0,0.0,7.5
6,6,3,2.351,4.4
20,8,6,4.660699999999999,2.3
32,26,21,3.1688,1.2
58,24,17,0.7276,6.6
24,21,11,9.6371,6.8
17,19,7,4.766,2.6
5,8,0,0.0,9.2
3,5,1,1.1492,10.2
19,14,9,11.4043,3.8
17,7,5,4.3082,2.8
6,43,4,2.4251,8.8
20,20,11,5.065300000000001,2.5
8,3,4,1.2647,5.7
22,6,6,8.2494,4.1
4,3,1,0.002,2.1
57,11,11,5.532100000000001,3.6
5,6,1,0.5689,4.9
0,0,0,0.0,4.6
9,6,4,5.2032,8.7
14,4,5,4.6696,5.0
9,4,0,3.0216999999999996,6.2
17,14,12,1.2787,2.3
9,1,2,2.5843000000000003,6.6
13,0,13,5.890899999999999,8.6
23,17,8,8.272,7.9
37,6,5,6.2321,10.5
19,-17,5,4.6276,6.2
21,-9,6,2.8775999999999997,10.3
21,10,6,5.6585,6.5
28,37,16,10.7581,4.8
18,37,18,1.8395,3.6
26,14,9,8.1865,4.8
8,-18,2,1.7935,3.5
4,6,3,2.7106,1.0
28,17,10,4.2638,11.2
18,7,6,6.1238,12.1
24,-2,6,7.8167,5.2
31,19,6,2.8205999999999998,4.8
5,6,3,1.8918,8.3
18,45,11,6.0874,3.3
30,37,26,7.8356,5.2
10,3,4,2.9029000000000003,8.6
33,6,11,1.8612,1.7
29,60,32,12.235899999999999,8.2
22,29,18,8.604,4.1
13,5,6,5.7136000000000005,8.8
18,15,1,0.0,8.9
3,0,0,0.0011,6.3
32,29,9,8.0366,8.4
7,6,4,2.6739,5.4
9,7,6,3.5667,4.4
31,7,10,14.6139,4.7
5,5,2,1.3624,7.6
17,5,8,6.5116000000000005,2.7
0,0,0,0.0,4.3
10,0,1,0.0,4.1
17,11,10,11.030100000000001,3.9
9,6,5,3.3393,4.9
10,5,4,5.0139,2.8
20,10,9,6.7683,4.7
20,-4,6,9.586,3.7
13,4,3,0.3658,6.3
8,-10,2,1.0494,4.2
17,7,5,4.938,6.5
18,6,6,5.1358999999999995,7.8
18,18,5,2.6148000000000002,5.1
14,15,7,7.013199999999999,4.1
18,6,8,5.2014,3.7
23,21,14,4.6295,10.4
9,10,4,4.0425,4.4
41,-1,8,3.5462,3.1
16,8,8,4.459899999999999,1.2
43,7,15,19.811799999999998,2.9
5,7,4,2.9348,6.4
11,6,2,1.5864,0.1
10,8,3,2.2765,3.2
12,14,5,0.8409,6.1
28,16,11,0.0075,10.4
11,16,4,3.2709,7.1
24,26,11,2.9236,4.3
39,27,14,11.7684,7.8
0,0,0,0.0,2.5
11,-11,1,0.0,9.5
13,10,5,4.9968,3.8
27,22,9,1.2122,4.7
18,3,5,3.6611,11.8
7,4,2,3.2517,4.8
26,25,9,4.8171,5.0
6,40,2,0.0689,0.0
17,9,8,7.8383,6.6
7,2,2,1.1842000000000001,11.8
11,7,5,3.367,9.2
26,5,7,2.6169000000000002,11.8
35,17,12,0.0948,5.0
26,-21,7,7.4237,7.2
17,17,9,3.184,3.6
19,6,3,4.0347,5.9
26,8,10,12.6671,7.3
7,2,1,1.3828,10.8
34,7,4,2.0305,4.2
37,35,17,10.5459,3.5
24,9,11,11.5211,5.3
43,16,24,0.7962,5.4
26,12,9,7.7548,4.8
22,12,12,7.6335,11.4
17,2,7,6.1369,1.2
20,-18,5,1.3182,7.8
17,4,6,7.859,6.6
32,22,24,0.0177,1.6
9,6,5,3.9215999999999998,3.6
14,19,11,9.0055,4.3
3,-3,1,0.0036,8.3
50,7,11,0.0065,6.3
17,-28,4,3.3919,2.6
9,7,3,1.9304000000000001,3.3
16,15,8,4.6269,6.4
9,5,4,2.4926,2.7
9,-8,4,4.0349,3.6
0,0,0,0.0,4.5
20,4,2,3.2653000000000003,8.7
19,30,8,1.911,4.6
6,1,0,1.9879,9.3
8,16,20,3.855,1.3
6,13,1,0.0119,2.0
11,11,5,4.0766,6.6
54,42,22,15.1742,7.1
5,6,4,1.7994,9.1
43,17,12,5.0901000000000005,2.9
20,44,5,2.3189,6.6
48,14,10,4.8324,2.8
15,9,5,3.6691,5.8
59,11,8,1.7157,13.8
8,53,5,2.4069000000000003,4.5
35,41,24,2.3906,8.5
23,9,8,6.589,9.2
3,0,0,0.0,4.9
0,0,0,0.0,8.8
17,4,2,3.7404,3.2
37,9,7,3.5171,8.3
56,43,18,0.5855,6.5
38,22,17,0.6472,5.0
5,-16,1,1.2963,5.3
10,6,2,1.1809,6.2
20,11,10,11.688,9.4
7,1,6,4.7364,10.2
9,11,7,0.0157,2.6
22,48,7,0.44439999999999996,10.2
28,25,11,9.615,7.7
9,7,4,2.5085,5.3
4,1,1,0.0746,0.6
40,0,0,0.0,5.9
46,1,23,0.0255,8.0
18,14,5,7.729,4.2
39,35,28,13.0278,4.2
26,16,12,8.0643,2.7
8,3,2,1.8633,2.7
37,30,19,1.3514000000000002,3.6
50,78,48,7.9338,10.5
13,26,10,1.6581,3.7
45,14,18,2.5483000000000002,6.3
27,33,5,7.8171,7.7
2,41,23,2.9206999999999996,1.8
34,20,12,11.864799999999999,7.6
24,1,6,5.8801000000000005,13.5
32,-1,0,0.1398,7.0
5,4,3,1.5854000000000001,4.1
18,40,25,0.9667,8.4
13,-5,2,2.7176,2.1
14,13,7,3.0522,3.1
31,2,3,3.6841999999999997,6.8
30,28,12,4.2123,5.3
20,29,16,16.5076,7.7
28,42,11,9.4997,3.8
6,5,2,2.3383000000000003,3.5
22,-11,3,3.1329000000000002,8.2
17,8,4,3.2565,6.0
4,0,0,0.0,1.2
