distance,timedelta,temperature
3.1820999999999997,5,6.2
5.3291,21,5.2
3.9949,11,9.2
14.7414,19,7.9
4.2171,23,4.1
0.4026,6,5.0
3.8472,8,4.5
7.25,59,1.4
6.5775,20,7.3
3.0296,10,4.5
3.0711,42,2.8
8.392700000000001,58,0.5
16.5076,20,7.7
6.0813999999999995,29,2.5
3.6275999999999997,11,9.4
5.0921,59,2.5
1.531,5,3.5
0.0,3,6.0
7.9102,18,1.4
4.8679,9,3.9
8.4963,19,8.4
6.5323,18,9.4
0.9458,52,9.3
5.9182,54,3.9
3.5332,19,4.3
2.7044,15,3.9
9.2213,27,5.1
3.6702,13,2.2
7.7318,39,6.4
9.124,26,11.6
1.2474,15,9.2
4.9211,15,2.6
7.7203,18,5.2
0.1019,9,8.4
0.6615,4,1.7
0.656,23,2.2
0.0055,23,8.1
5.887,10,4.7
6.7909,16,4.7
4.7126,37,5.7
3.3628,17,0.9
6.1961,14,2.9
0.6077,35,5.1
0.6111,40,4.5
3.6315999999999997,12,8.1
3.5465999999999998,14,11.4
6.884600000000001,12,6.5
1.5727,12,6.5
8.7883,24,4.7
11.5416,33,5.1
3.7752,13,4.8
6.2672,18,3.4
2.319,9,5.0
0.0594,9,1.2
0.8432999999999999,4,7.6
0.0,1,5.0
2.4497,19,4.8
4.5007,18,3.0
1.4527999999999999,22,1.2
1.7441,32,1.1
7.8093,35,11.8
10.24,23,3.1
7.9113999999999995,28,4.4
1.7738,14,2.0
3.0926,38,2.5
5.8655,23,13.4
5.2109,14,0.8
9.5673,25,5.9
1.0731,9,8.7
3.7545,36,7.5
3.9434,23,7.6
2.2922,16,4.1
5.3721000000000005,9,9.1
7.8327,22,0.4
5.8603000000000005,17,4.5
4.1865,16,2.8
16.5586,35,5.3
10.8485,44,10.1
0.0037,12,8.2
3.1613,20,7.2
11.2315,18,9.0
12.5404,35,10.0
7.6907,28,1.4
14.8286,16,5.3
5.6277,42,2.8
0.0704,30,2.6
2.0924,30,5.9
4.6088000000000005,46,7.1
9.9746,26,2.8
5.0222,9,7.6
2.2502,5,7.5
2.8775999999999997,21,10.3
0.9758,16,8.6
1.364,5,3.6
11.1635,16,5.1
2.6679,6,6.5
10.082799999999999,19,1.7
0.6508999999999999,12,9.0
4.3424,16,10.4
7.0316,14,1.9
1.4607,9,6.6
0.0060999999999999995,13,5.9
3.418,27,5.3
1.1579000000000002,5,9.9
5.1246,9,4.9
1.3182,20,7.8
8.0088,34,5.8
0.0,1,5.0
1.5782,13,4.3
6.6707,21,4.9
3.3213000000000004,8,6.7
0.9033,4,1.6
4.1325,59,4.4
3.1816,11,4.1
4.1025,26,4.7
6.9171000000000005,16,4.4
7.9995,27,5.1
9.0328,26,7.2
6.4837,20,3.5
6.4455,21,4.7
4.7817,49,3.1
2.4883,5,2.4
14.565299999999999,28,7.1
5.0135,12,3.4
1.1395,15,9.1
6.6043,19,4.7
1.3194000000000001,44,7.8
5.9379,14,6.2
23.48,25,8.1
2.2377,9,5.3
8.066600000000001,20,8.8
8.3476,29,9.0
1.9499000000000002,6,4.7
7.405600000000001,33,0.9
5.233,14,7.5
4.3289,17,0.2
0.9701000000000001,26,3.5
0.7577,42,1.5
4.405399999999999,29,4.4
5.6366000000000005,20,7.6
2.1194,24,9.2
0.0,41,8.9
2.6505,45,9.1
3.0816,10,6.2
0.022,9,8.1
3.1492,6,7.3
3.538,12,2.5
5.6673,10,6.6
7.1244,15,4.7
4.0369,14,8.7
0.0003,3,4.1
1.6889,1,2.7
2.0715,9,4.3
0.0040999999999999995,17,8.0
0.1288,50,7.5
9.4642,16,7.5
2.7676999999999996,38,1.0
0.8388,10,3.4
4.7041,17,2.6
1.6625,6,3.8
12.8496,16,11.1
11.270299999999999,29,13.7
0.5473,50,9.8
0.2929,3,2.6
4.3726,9,4.2
0.8442999999999999,35,3.3
3.9438,11,3.5
5.5566,19,2.7
5.1505,16,2.0
3.2346999999999997,23,2.3
0.0028,11,8.3
3.2769,10,1.7
6.4298,14,6.4
6.7408,27,5.4
5.7326999999999995,12,2.7
2.2978,18,10.3
2.6219,10,2.0
2.0305999999999997,21,4.6
2.9316,2,5.3
9.6999,40,5.2
0.058,14,4.5
3.0551,30,6.5
2.5373,14,4.2
0.0085,4,14.3
2.4415,8,2.6
7.519100000000001,19,8.3
2.7925,18,11.4
6.3034,16,9.5
1.1789,10,4.6
9.0995,3,2.1
0.0416,18,4.1
2.4652,8,4.8
7.945600000000001,20,8.6
1.7339,5,2.0
12.6696,46,10.5
3.7074000000000003,14,3.8
4.9116,28,4.5
4.4261,43,5.3
6.547,15,7.5
3.0945,18,10.6
0.7575,2,4.6
4.0071,6,1.5
0.0035,5,8.5
8.836200000000002,19,4.0
0.013699999999999999,30,6.2
0.4676,10,4.5
2.0659,50,4.5
3.8228,10,1.9
1.3445,5,7.5
8.058399999999999,22,7.7
19.450200000000002,19,4.2
0.0169,46,7.1
2.0739,0,11.4
1.4584000000000001,27,0.4
8.4308,21,11.6
0.0,4,9.3
4.7822,15,7.8
3.1303,5,3.8
0.9589,12,3.7
2.1298000000000004,21,5.3
2.5256,10,5.1
5.9321,26,9.8
0.5296000000000001,38,8.0
1.8752,8,5.7
3.6018000000000003,10,4.0
7.1109,26,5.4
7.7938,20,4.6
0.9252999999999999,10,8.2
7.222899999999999,12,2.6
6.2169,49,8.2
1.6925999999999999,6,6.3
7.447,24,7.8
9.5935,44,2.5
3.2818,11,3.6
1.8499,8,3.3
0.0713,24,1.2
1.7795999999999998,6,10.7
2.7124,17,4.0
8.0642,18,2.6
4.0408,24,8.2
3.826,34,7.5
7.4026000000000005,14,5.5
3.0118,10,4.6
4.735,14,5.8
4.3994,20,9.3
2.2609,7,4.6
1.109,7,5.2
5.5761,32,3.5
2.9998,14,7.9
8.256,20,4.9
0.0,3,8.2
1.8191,5,4.4
8.2451,25,8.0
2.536,6,4.5
1.4144,23,2.6
10.672799999999999,41,7.2
2.8009,14,4.4
1.2952000000000001,7,14.0
3.0410999999999997,13,7.6
4.2795,30,7.6
2.3168,8,4.9
2.078,17,3.3
0.0,5,5.8
5.1099,45,8.0
0.0115,10,8.6
9.797799999999999,24,3.2
0.0009,11,6.4
4.4238,12,8.1
8.5108,26,3.0
3.1900999999999997,22,7.8
0.8411000000000001,12,5.5
8.8887,13,4.5
0.0,4,4.8
12.193700000000002,39,3.8
0.0040999999999999995,25,9.1
8.5368,13,4.0
10.634799999999998,35,6.5
8.209100000000001,31,4.7
8.731399999999999,23,4.9
3.6266,8,1.9
8.383299999999998,16,4.3
2.0148,5,3.3
6.5089,16,6.2
2.1373,45,9.6
1.0535,30,4.6
2.8315,24,7.9
7.2005,26,7.8
5.644,54,10.8
0.6784,6,2.0
0.7373,6,4.6
2.6056,12,1.5
3.5973,15,4.9
0.0482,7,5.3
7.2779,18,6.5
9.2265,23,3.6
0.0032,12,9.2
3.5871,11,2.6
5.6145,11,6.4
3.2952,10,5.2
3.4985999999999997,9,5.2
13.179,38,7.3
0.0127,9,6.3
14.096,29,4.6
1.7406,18,7.5
2.9541999999999997,9,2.4
0.0,0,12.4
2.8221999999999996,32,4.5
12.5998,15,4.2
5.5727,22,6.1
3.7154000000000003,16,3.9
5.7545,4,2.1
6.015,17,5.8
5.2946,13,3.6
8.6341,14,4.5
4.741,9,7.6
1.7525,42,4.7
14.879,29,1.6
4.1495,14,4.6
3.2576,12,4.6
5.743,16,7.3
11.4647,18,3.5
5.2688999999999995,13,4.5
1.2326,15,4.7
5.5773,41,11.1
3.1435999999999997,16,13.6
0.6978,5,4.0
1.4065,14,6.4
0.6022000000000001,6,2.5
0.0574,5,10.2
8.3137,18,3.3
1.0137,5,6.5
4.3366999999999996,11,4.5
11.108600000000001,25,6.6
8.2296,13,7.0
1.8988,6,6.4
1.7595,12,8.1
7.7764,22,1.9
0.0228,18,2.3
9.066,20,9.1
7.439100000000001,20,2.0
5.8121,15,3.6
0.0,3,4.7
11.2972,31,13.1
0.5652,21,3.3
5.1213,18,3.8
0.0535,20,6.5
6.6221000000000005,16,4.2
3.183,9,5.2
0.9975,8,4.9
1.0512000000000001,4,7.6
0.5331,33,3.9
7.4946,30,11.5
0.0676,44,5.1
21.9173,24,4.1
0.0022,25,11.5
0.9337000000000001,3,0.8
3.7813000000000003,21,1.3
2.3974,12,5.0
8.6344,33,4.0
6.5486,20,5.3
8.8643,31,2.7
3.0216,17,2.8
8.7553,20,2.9
1.4130999999999998,5,8.9
7.0243,34,5.2
0.0,0,8.7
0.0,3,12.9
6.3514,25,8.1
78.04339999999999,19,7.6
2.6851,16,2.0
4.758100000000001,10,3.0
10.738700000000001,24,7.4
4.1886,16,4.6
0.7382000000000001,9,7.5
9.1097,51,5.6
2.7431,10,5.6
1.1293,41,5.8
6.2866,10,6.6
5.5122,23,10.4
26.3947,21,2.5
5.505,11,4.2
0.016,3,7.4
3.5585999999999998,37,2.7
2.5713000000000004,19,2.3
6.2199,21,3.2
8.760299999999999,15,1.5
0.0207,6,3.3
11.674299999999999,27,4.2
2.426,13,4.1
3.2481999999999998,0,4.8
0.0,2,6.4
8.1304,25,12.9
2.918,9,9.9
4.3244,2,8.6
3.4333,49,13.6
7.8011,33,7.7
3.608,11,13.2
0.1881,6,6.0
2.7678000000000003,11,2.3
6.3736999999999995,16,2.8
6.1238,18,12.1
0.5704,20,5.2
0.937,5,4.6
0.4774,28,9.4
1.3908,10,6.7
0.0513,39,6.5
8.368799999999998,15,4.3
4.8735,49,4.6
3.6551,16,7.4
6.338100000000001,17,4.1
1.4974,40,5.1
9.431,26,8.7
2.0938000000000003,12,9.9
7.196,24,3.6
6.106,14,3.4
13.2419,20,3.2
2.724,8,8.5
8.4521,47,7.8
3.5704000000000002,7,1.5
8.5442,25,5.4
0.0043,14,6.1
1.9507999999999999,8,2.6
10.0319,31,4.7
11.88,16,2.1
5.9975,36,4.4
1.8717000000000001,7,9.8
2.3966,17,4.5
8.6225,16,4.1
3.2255,19,8.1
0.3397,42,4.9
3.6949,46,8.7
4.3281,13,4.2
2.5547,6,2.8
0.4953,15,6.5
3.3009,19,4.5
2.0566,16,4.4
10.0416,19,10.9
2.6893000000000002,7,7.6
2.7194000000000003,34,9.0
3.6525,13,2.6
5.5363999999999995,48,6.1
2.3164000000000002,11,6.2
4.026800000000001,15,4.8
1.3057,12,4.3
3.8549,10,5.9
5.889399999999999,23,8.1
1.722,7,9.5
5.2793,13,8.4
0.8891,13,4.5
0.5042,5,5.8
1.918,56,11.4
5.2639,54,7.5
0.0,0,1.5
1.0214,38,2.8
0.1784,14,8.0
6.646199999999999,18,5.1
1.2754,8,5.1
4.1216,8,2.6
2.178,7,7.9
0.761,11,2.4
2.1606,23,4.6
1.9506,7,2.2
0.0,6,6.1
3.2098,15,2.0
6.6994,11,8.3
8.3483,19,10.5
5.4836,15,10.9
4.9037,1,2.8
3.0854,10,5.1
8.502600000000001,46,2.7
5.1998,19,8.3
2.9386,14,5.4
6.6626,12,8.2
2.3134,18,2.7
8.3946,49,3.2
0.794,4,3.6
5.9882,24,4.7
0.1242,25,3.6
3.717,45,8.1
1.9766,18,4.7
2.0936,9,3.6
0.0053,21,10.7
0.9779,21,9.3
1.4501,4,10.2
3.2316,35,4.7
5.7476,16,3.9
8.6229,40,12.8
0.6628,5,3.8
0.3339,21,4.1
4.1254,20,4.2
0.0246,4,7.9
3.6142,20,11.8
6.9087,12,2.7
5.1882,16,5.0
2.7974,8,3.7
12.1745,31,4.6
3.1983,22,3.9
3.5889,11,3.7
1.5455999999999999,9,6.6
0.0,7,5.3
4.185899999999999,13,1.6
2.0673000000000004,15,4.4
7.307,17,4.5
0.2314,24,2.7
7.499,27,7.9
2.7395,12,3.6
8.027,34,5.1
12.4528,28,11.6
5.7599,44,2.8
0.0,13,5.7
3.3324000000000003,28,7.5
3.4617,16,2.9
1.8560999999999999,32,4.6
6.1228,20,4.0
0.6305,10,5.2
7.9239,28,3.7
0.0,27,4.8
0.0014,14,2.8
0.0223,15,9.2
5.1753,19,8.6
12.8255,16,8.2
5.3418,42,8.1
5.6598999999999995,14,5.8
10.3102,21,6.8
22.075400000000002,34,6.5
2.6346,10,4.7
0.0,0,4.7
0.48810000000000003,20,8.0
2.6219,6,12.7
2.3944,10,2.4
3.2897,31,5.2
0.1083,2,8.6
2.3439,11,4.3
3.184,17,3.6
6.3618999999999994,10,4.7
2.4747,7,3.8
2.6381,5,7.7
22.000700000000002,25,2.6
2.0089,9,4.2
4.1448,10,8.1
1.7803,16,5.0
0.09290000000000001,43,6.3
3.2946999999999997,13,7.5
0.0028,45,4.4
4.3586,31,4.1
7.9155,19,1.4
0.5423,13,6.2
7.6854,14,8.3
5.8404,31,10.6
0.1664,15,2.5
6.1988,19,4.2
2.8668,32,5.3
7.8881000000000006,14,3.5
2.5739,18,3.7
5.6156999999999995,14,5.2
0.0,0,7.5
2.8707,12,2.6
3.0063,8,5.0
0.0018,20,4.4
8.356399999999999,19,5.2
7.449199999999999,14,7.4
5.2453,12,3.7
3.1953,42,1.0
3.4664,12,5.2
1.6552,19,11.7
3.4479,11,4.2
6.689100000000001,14,5.1
7.5028999999999995,17,5.9
2.8712,6,10.7
3.2629,14,6.8
1.241,42,6.3
0.0,0,11.3
2.1736,9,4.7
2.1478,8,2.6
4.075,46,9.3
9.6454,39,4.0
3.5296999999999996,9,6.3
5.9795,27,2.6
6.7825,18,7.7
8.6415,17,5.9
2.2429,13,5.2
3.049,8,3.2
4.754899999999999,21,4.5
6.3408,58,3.1
1.9552,6,10.0
11.0589,27,8.2
10.354700000000001,13,12.9
2.5518,12,5.7
9.976799999999999,45,8.5
0.0,0,3.4
4.9109,14,6.1
1.7895999999999999,16,3.8
3.8783000000000003,15,8.8
2.0758,44,10.5
1.2915999999999999,5,2.2
3.8064,15,3.6
3.6443000000000003,14,12.0
0.0029,11,5.5
2.2143,7,4.1
5.5188999999999995,13,12.1
15.1742,54,7.1
3.2826999999999997,22,7.8
3.2573000000000003,8,9.1
5.7715,22,5.4
2.6936999999999998,40,6.5
2.8189,16,10.4
0.0016,15,0.3
3.6511,14,4.3
2.9212,6,5.8
0.0,0,4.7
4.495100000000001,12,1.9
8.0426,22,5.1
2.3846,7,3.9
5.9988,15,8.7
1.9697,10,8.1
3.965,9,3.3
6.894,19,11.6
2.2063,12,4.6
6.9903,15,3.8
2.3679,11,10.2
0.0,0,6.4
5.8885,38,11.7
0.8841,20,6.1
6.924300000000001,15,4.5
2.8371,12,5.0
4.6838,17,10.3
2.0984000000000003,14,3.5
5.8839,49,7.8
3.2676,27,4.4
3.9323,10,1.4
3.8753,18,5.5
0.0,3,6.6
5.3252,10,6.2
4.5376,9,2.8
2.5073000000000003,4,4.5
2.7218,5,4.2
3.3779,33,9.6
3.6263,7,7.2
4.3049,13,3.3
0.1318,37,7.9
6.3391,23,6.7
8.5304,18,2.6
3.6619,13,4.6
1.004,42,10.2
2.6094,7,8.1
5.531,15,4.4
3.5828,57,10.6
2.3562,11,7.9
1.6542000000000001,7,4.5
0.0026,12,5.9
4.2138,9,4.0
2.1416999999999997,23,7.3
1.702,52,2.9
2.2036,12,4.1
3.995,10,4.7
1.1569,3,10.9
9.3898,31,2.1
1.4797,19,5.1
1.4869,4,8.5
3.3268,13,0.5
5.8068,31,4.6
4.4943,10,12.1
0.8559,2,4.8
1.4702,5,9.3
0.0,0,10.5
0.6554,11,6.1
1.3922,7,10.3
2.2233,25,13.1
4.7639,15,6.7
1.93,15,0.0
11.3816,34,4.3
2.6349,14,4.1
1.6484,5,4.7
3.7882,18,8.9
2.6422,8,10.6
22.183,32,11.7
5.4585,10,4.6
0.0648,36,3.9
0.0,1,2.7
2.2622,6,4.5
0.0576,6,7.2
0.1365,25,3.9
3.3516,11,1.3
7.0603,33,10.8
5.0901000000000005,43,2.9
2.0784000000000002,4,4.3
0.041100000000000005,6,7.6
8.8079,23,4.3
0.5837,8,10.5
1.3384,6,3.5
3.495,15,6.5
7.8158,14,4.1
2.9141999999999997,15,4.4
2.6231999999999998,9,6.4
2.1991,13,2.5
0.369,31,10.5
5.8713,16,4.6
0.0,0,8.6
1.1725999999999999,6,0.8
3.9525,13,3.3
1.4442000000000002,16,7.7
12.2606,14,1.5
3.1949,33,5.2
0.5374,7,5.2
8.8291,42,4.8
6.0839,19,2.6
1.3795,29,11.5
4.9003000000000005,19,4.7
2.1588000000000003,9,8.0
2.5125,9,4.6
1.9478,16,8.3
5.4285,28,2.7
6.7261999999999995,37,3.9
3.1394,11,6.5
7.0588,33,4.7
2.0838,9,7.5
0.6075,47,1.4
9.4779,24,1.3
3.668,20,8.8
4.5795,15,4.4
11.1607,19,0.2
9.7142,41,3.7
1.7187000000000001,8,7.5
3.7965999999999998,25,5.2
0.0831,3,9.4
2.9141999999999997,15,9.2
3.855,8,1.3
3.6166,8,2.2
2.1816999999999998,10,2.5
0.0009,45,7.6
4.848,4,6.1
3.5907,15,1.9
3.5221,18,4.5
28.981900000000003,52,2.7
0.0,1,6.4
8.3028,38,4.7
0.0022,15,11.8
13.6265,21,9.0
5.3225,30,4.5
11.194700000000001,18,3.1
6.3983,21,2.1
5.5487,15,9.1
3.9398,14,7.6
3.1508000000000003,26,2.9
2.3509,28,7.9
0.0,12,5.8
4.279100000000001,11,6.5
4.883,9,2.0
2.8647,26,4.7
6.1464,21,6.8
11.633700000000001,32,5.4
0.0193,5,7.6
3.3514,18,3.0
5.8443000000000005,58,5.0
7.9559,15,2.4
3.1803000000000003,11,6.2
8.505600000000001,27,7.9
4.7714,26,5.9
7.2466,23,3.4
2.8402,7,4.0
3.8383000000000003,41,6.2
1.7892000000000001,7,5.5
0.5146000000000001,2,11.4
2.1874000000000002,23,5.9
11.6599,32,5.3
6.635,20,5.8
0.0,1,7.4
6.5603,34,2.5
13.414200000000001,33,10.0
0.046700000000000005,3,7.4
1.8557000000000001,12,7.3
0.6543,3,8.9
7.975899999999999,30,5.4
1.2429000000000001,12,9.2
0.3732,4,9.2
6.5939,28,4.1
5.202100000000001,12,2.5
1.9874,9,6.9
4.0022,21,0.1
0.0032,19,8.8
1.2506,16,5.3
3.1136,11,9.2
2.6130999999999998,25,5.0
2.9851,12,10.0
1.5141,9,4.2
3.0413,15,5.9
4.9941,15,9.4
5.0638000000000005,11,4.5
0.0551,10,7.2
3.3434,16,7.9
0.781,7,6.5
6.4171000000000005,13,7.6
1.2746,7,4.1
3.221,16,6.8
7.128,10,9.6
0.07629999999999999,20,4.2
11.0127,16,7.3
5.6137,18,3.6
5.6718,17,12.9
6.7156,15,6.6
0.2768,42,5.5
5.1431000000000004,16,6.6
3.2131,16,9.2
18.615599999999997,31,11.4
2.7029,7,5.1
6.652,11,4.1
1.1208,21,3.7
1.0599,8,2.0
7.3747,28,3.4
6.984,55,8.3
0.0,3,7.8
6.4616999999999996,12,5.1
5.6127,18,7.4
0.0076,13,6.2
8.7817,20,6.0
0.1625,11,8.4
8.0683,31,4.2
3.9671,19,7.6
12.2672,0,2.4
4.2716,34,5.9
5.4495,13,6.3
13.7128,22,2.8
0.479,33,8.9
8.212,39,7.5
